onset	duration	trial_number	event	accuracy	response_time
8.016376	3.740532	1.000000	stimulus	correct	3.731527
11.756909	6.250690	1.000000	fixation	na	na
18.007599	4.616595	2.000000	stimulus	correct	4.602457
22.624194	5.375493	2.000000	fixation	na	na
27.999687	4.358117	3.000000	stimulus	correct	4.344430
32.357803	5.632369	3.000000	fixation	na	na
37.990172	3.892251	4.000000	stimulus	incorrect	3.885329
41.882423	6.100021	4.000000	fixation	na	na
47.982443	3.774977	5.000000	stimulus	correct	3.762189
51.757421	6.216785	5.000000	fixation	na	na
57.974206	3.800238	6.000000	stimulus	correct	3.786798
61.774443	6.190663	6.000000	fixation	na	na
67.965106	4.542386	7.000000	stimulus	incorrect	4.535586
72.507493	5.449512	7.000000	fixation	na	na
77.957004	4.132984	8.000000	stimulus	correct	4.125286
82.089988	5.858633	8.000000	fixation	na	na
87.948621	4.350181	9.000000	stimulus	incorrect	4.339842
92.298802	5.641839	9.000000	fixation	na	na
97.940640	4.641040	10.000000	stimulus	incorrect	4.629869
102.581681	5.349735	10.000000	fixation	na	na
107.931415	2.976046	11.000000	stimulus	correct	2.962678
110.907461	7.016850	11.000000	fixation	na	na
117.924311	4.523287	12.000000	stimulus	incorrect	4.512119
122.447598	5.467126	12.000000	fixation	na	na
127.914724	3.526074	13.000000	stimulus	correct	3.511968
131.440798	6.466978	13.000000	fixation	na	na
137.907776	4.506382	14.000000	stimulus	correct	4.496066
142.414159	5.483411	14.000000	fixation	na	na
147.897569	3.725655	15.000000	stimulus	correct	3.718709
151.623224	6.267321	15.000000	fixation	na	na
157.890546	2.583898	16.000000	stimulus	correct	2.575801
160.474443	7.405763	16.000000	fixation	na	na
167.880206	5.132710	17.000000	stimulus	correct	5.127430
173.012916	4.861335	17.000000	fixation	na	na
177.874251	4.183232	18.000000	stimulus	incorrect	4.168736
182.057483	5.806572	18.000000	fixation	na	na
187.864055	4.476994	19.000000	stimulus	correct	4.463463
192.341049	5.516062	19.000000	fixation	na	na
197.857111	3.733650	20.000000	stimulus	correct	3.722815
201.590760	6.256143	20.000000	fixation	na	na
207.846904	3.860585	21.000000	stimulus	correct	3.845325
211.707489	6.133525	21.000000	fixation	na	na
217.841013	4.683099	22.000000	stimulus	correct	4.676352
222.524112	5.305583	22.000000	fixation	na	na
227.829696	4.477298	23.000000	stimulus	correct	4.471857
232.306994	5.517203	23.000000	fixation	na	na
237.824197	3.349809	24.000000	stimulus	correct	3.342095
241.174006	6.638868	24.000000	fixation	na	na
247.812874	4.711077	25.000000	stimulus	incorrect	4.704391
252.523951	5.282933	25.000000	fixation	na	na
257.806884	4.122463	26.000000	stimulus	correct	4.112944
261.929347	5.866211	26.000000	fixation	na	na
267.795558	3.028077	27.000000	stimulus	correct	3.014486
270.823635	6.966510	27.000000	fixation	na	na
277.790145	3.750664	28.000000	stimulus	correct	3.738311
281.540808	6.238077	28.000000	fixation	na	na
287.778886	4.044974	29.000000	stimulus	correct	4.036995
291.823859	5.950014	29.000000	fixation	na	na
297.773873	3.166937	30.000000	stimulus	correct	3.158914
300.940810	6.820563	30.000000	fixation	na	na
307.761373	3.933500	31.000000	stimulus	incorrect	3.926606
311.694873	6.062448	31.000000	fixation	na	na
317.757321	3.983292	32.000000	stimulus	correct	3.967314
321.740613	6.004111	32.000000	fixation	na	na
327.744724	2.996060	33.000000	stimulus	correct	2.978481
330.740783	6.999756	33.000000	fixation	na	na
337.740539	3.583106	34.000000	stimulus	correct	3.569869
341.323645	6.404423	34.000000	fixation	na	na
347.728068	6.045964	35.000000	stimulus	incorrect	6.033865
353.774032	3.950173	35.000000	fixation	na	na
357.724205	4.283196	36.000000	stimulus	correct	4.269387
362.007401	0.718927	36.000000	fixation	na	na
