onset	duration	trial_number	event	accuracy	response_time
8.017089	3.819728	1.000000	stimulus	incorrect	3.807322
11.836817	6.180464	1.000000	fixation	na	na
18.017282	3.382567	2.000000	stimulus	correct	3.365678
21.399849	6.616930	2.000000	fixation	na	na
28.016779	3.683763	3.000000	stimulus	incorrect	3.669790
31.700542	6.316197	3.000000	fixation	na	na
38.016739	4.018989	4.000000	stimulus	incorrect	4.006339
42.035728	5.980963	4.000000	fixation	na	na
48.016691	3.089925	5.000000	stimulus	correct	3.078439
51.106617	6.909889	5.000000	fixation	na	na
58.016506	1.867440	6.000000	stimulus	correct	1.853622
59.883946	8.132694	6.000000	fixation	na	na
68.016640	3.499446	7.000000	stimulus	correct	3.484787
71.516086	6.500388	7.000000	fixation	na	na
78.016474	2.424518	8.000000	stimulus	correct	2.412869
80.440992	7.574345	8.000000	fixation	na	na
88.015337	3.989379	9.000000	stimulus	correct	3.973104
92.004716	6.011623	9.000000	fixation	na	na
98.016340	3.615689	10.000000	stimulus	correct	3.597719
101.632029	6.383577	10.000000	fixation	na	na
108.015607	3.249947	11.000000	stimulus	incorrect	3.236090
111.265553	6.750060	11.000000	fixation	na	na
118.015613	4.117925	12.000000	stimulus	incorrect	4.103698
122.133538	5.881562	12.000000	fixation	na	na
128.015100	4.500196	13.000000	stimulus	correct	4.481779
132.515296	5.499989	13.000000	fixation	na	na
138.015285	3.087758	14.000000	stimulus	correct	3.074674
141.103043	6.912305	14.000000	fixation	na	na
148.015348	2.972732	15.000000	stimulus	correct	2.960599
150.988080	7.027130	15.000000	fixation	na	na
158.015210	3.984609	16.000000	stimulus	correct	3.975676
161.999819	6.015338	16.000000	fixation	na	na
168.015157	3.591417	17.000000	stimulus	correct	3.577837
171.606574	6.408164	17.000000	fixation	na	na
178.014738	3.586129	18.000000	stimulus	correct	3.572241
181.600867	6.413723	18.000000	fixation	na	na
188.014590	3.737283	19.000000	stimulus	correct	3.723223
191.751873	6.262317	19.000000	fixation	na	na
198.014190	3.725617	20.000000	stimulus	correct	3.712604
201.739807	6.274478	20.000000	fixation	na	na
208.014285	5.715588	21.000000	stimulus	correct	5.701518
213.729873	4.284307	21.000000	fixation	na	na
218.014180	3.885991	22.000000	stimulus	correct	3.876247
221.900171	6.114104	22.000000	fixation	na	na
228.014275	4.586568	23.000000	stimulus	correct	4.573386
232.600843	5.413092	23.000000	fixation	na	na
238.013934	6.351537	24.000000	stimulus	correct	6.337760
244.365471	3.647810	24.000000	fixation	na	na
248.013281	1.933869	25.000000	stimulus	correct	1.919688
249.947150	8.066064	25.000000	fixation	na	na
258.013214	4.866935	26.000000	stimulus	incorrect	4.850467
262.880149	5.133140	26.000000	fixation	na	na
268.013289	4.285471	27.000000	stimulus	correct	4.271520
272.298760	5.714511	27.000000	fixation	na	na
278.013272	3.618785	28.000000	stimulus	correct	3.605063
281.632056	6.381244	28.000000	fixation	na	na
288.013301	2.921761	29.000000	stimulus	correct	2.908858
290.935061	7.078121	29.000000	fixation	na	na
298.013182	3.940975	30.000000	stimulus	correct	3.931089
301.954157	6.058706	30.000000	fixation	na	na
308.012863	3.249875	31.000000	stimulus	correct	3.235507
311.262738	6.749414	31.000000	fixation	na	na
318.012151	5.126666	32.000000	stimulus	correct	5.114205
323.138818	4.863124	32.000000	fixation	na	na
328.001942	3.210327	33.000000	stimulus	correct	3.194643
331.212269	6.784128	33.000000	fixation	na	na
337.996397	4.432617	34.000000	stimulus	correct	4.417956
342.429014	5.567311	34.000000	fixation	na	na
347.996325	4.666007	35.000000	stimulus	correct	4.650003
352.662332	5.334092	35.000000	fixation	na	na
357.996424	3.348526	36.000000	stimulus	correct	3.333095
361.344950	0.718693	36.000000	fixation	na	na
