onset	duration	trial_number	event	accuracy	response_time
8.016800	4.569821	1.000000	stimulus	correct	4.557574
12.586621	5.430209	1.000000	fixation	na	na
18.016829	3.570197	2.000000	stimulus	correct	3.553465
21.587026	6.429038	2.000000	fixation	na	na
28.016064	4.066711	3.000000	stimulus	correct	4.059635
32.082775	5.933787	3.000000	fixation	na	na
38.016562	4.832536	4.000000	stimulus	correct	4.824588
42.849098	5.166855	4.000000	fixation	na	na
48.015953	2.102162	5.000000	stimulus	correct	2.088560
50.118116	7.897578	5.000000	fixation	na	na
58.015693	4.566571	6.000000	stimulus	correct	4.559527
62.582265	5.433358	6.000000	fixation	na	na
68.015623	4.672956	7.000000	stimulus	correct	4.661076
72.688579	5.327088	7.000000	fixation	na	na
78.015667	5.769368	8.000000	stimulus	correct	5.758043
83.785035	4.230692	8.000000	fixation	na	na
88.015728	3.748660	9.000000	stimulus	correct	3.743028
91.764387	6.251360	9.000000	fixation	na	na
98.015748	5.083581	10.000000	stimulus	correct	5.070529
103.099329	4.916481	10.000000	fixation	na	na
108.015810	3.150179	11.000000	stimulus	correct	3.137192
111.165988	6.848632	11.000000	fixation	na	na
118.014621	5.975401	12.000000	stimulus	correct	5.966059
123.990022	4.024708	12.000000	fixation	na	na
128.014730	4.717842	13.000000	stimulus	incorrect	4.701353
132.732572	5.282040	13.000000	fixation	na	na
138.014612	4.333157	14.000000	stimulus	correct	4.322681
142.347770	5.666987	14.000000	fixation	na	na
148.014756	5.985762	15.000000	stimulus	correct	5.973198
154.000518	4.014199	15.000000	fixation	na	na
158.014717	3.907985	16.000000	stimulus	correct	3.895040
161.922702	6.092128	16.000000	fixation	na	na
168.014830	3.910648	17.000000	stimulus	correct	3.897654
171.925478	6.089108	17.000000	fixation	na	na
178.014586	3.724889	18.000000	stimulus	correct	3.711999
181.739475	6.273988	18.000000	fixation	na	na
188.013463	4.891047	19.000000	stimulus	correct	4.883634
192.904510	5.109095	19.000000	fixation	na	na
198.013605	4.008147	20.000000	stimulus	correct	4.000873
202.021752	5.991825	20.000000	fixation	na	na
208.013577	2.854653	21.000000	stimulus	correct	2.844072
210.868230	7.145424	21.000000	fixation	na	na
218.013655	5.385364	22.000000	stimulus	correct	5.376669
223.399019	4.614585	22.000000	fixation	na	na
228.013603	4.045198	23.000000	stimulus	correct	4.032307
232.058801	5.954891	23.000000	fixation	na	na
238.013693	4.618570	24.000000	stimulus	correct	4.605775
242.632263	5.381256	24.000000	fixation	na	na
248.013519	4.793509	25.000000	stimulus	correct	4.783103
252.807027	5.206714	25.000000	fixation	na	na
258.013741	5.975401	26.000000	stimulus	correct	5.962929
263.989142	4.023241	26.000000	fixation	na	na
268.012383	5.087987	27.000000	stimulus	correct	5.076441
273.100370	4.911981	27.000000	fixation	na	na
278.012351	4.725548	28.000000	stimulus	correct	4.711473
282.737899	5.274518	28.000000	fixation	na	na
288.012417	3.204147	29.000000	stimulus	correct	3.193916
291.216565	6.795826	29.000000	fixation	na	na
298.012391	5.726583	30.000000	stimulus	incorrect	5.719881
303.738973	4.266052	30.000000	fixation	na	na
308.005025	4.211078	31.000000	stimulus	incorrect	4.200240
312.216104	5.788512	31.000000	fixation	na	na
318.004615	2.099701	32.000000	stimulus	correct	2.085225
320.104316	7.900069	32.000000	fixation	na	na
328.004385	4.676626	33.000000	stimulus	correct	4.667585
332.681011	5.323870	33.000000	fixation	na	na
338.004881	4.725398	34.000000	stimulus	correct	4.712225
342.730279	5.274251	34.000000	fixation	na	na
348.004530	5.750502	35.000000	stimulus	correct	5.735611
353.755032	4.249926	35.000000	fixation	na	na
358.004957	5.292564	36.000000	stimulus	correct	5.283112
363.297521	0.717507	36.000000	fixation	na	na
