onset	duration	trial_number	event	accuracy	response_time
8.015037	5.491273	1.000000	stimulus	incorrect	5.481221
13.506310	4.493796	1.000000	fixation	na	na
18.000106	4.741279	2.000000	stimulus	incorrect	4.730424
22.741385	5.239907	2.000000	fixation	na	na
27.981293	1.633869	3.000000	stimulus	correct	1.622338
29.615162	8.349558	3.000000	fixation	na	na
37.964720	2.983557	4.000000	stimulus	correct	2.970592
40.948276	7.000119	4.000000	fixation	na	na
47.948395	4.448429	5.000000	stimulus	correct	4.436137
52.396824	5.533913	5.000000	fixation	na	na
57.930737	5.042376	6.000000	stimulus	correct	5.029939
62.973113	4.941285	6.000000	fixation	na	na
67.914397	3.634722	7.000000	stimulus	correct	3.623976
71.549120	6.348851	7.000000	fixation	na	na
77.897971	3.036768	8.000000	stimulus	correct	3.026081
80.934739	6.945565	8.000000	fixation	na	na
87.880304	3.708883	9.000000	stimulus	correct	3.697235
91.589187	6.274530	9.000000	fixation	na	na
97.863716	2.232868	10.000000	stimulus	correct	2.220826
100.096584	7.750774	10.000000	fixation	na	na
107.847358	3.200663	11.000000	stimulus	correct	3.189446
111.048021	6.781590	11.000000	fixation	na	na
117.829611	5.090435	12.000000	stimulus	correct	5.083266
122.920046	4.893003	12.000000	fixation	na	na
127.813049	2.424821	13.000000	stimulus	correct	2.417143
130.237871	7.558644	13.000000	fixation	na	na
137.796515	4.691909	14.000000	stimulus	incorrect	4.681037
142.488424	5.291709	14.000000	fixation	na	na
147.780133	3.190243	15.000000	stimulus	correct	3.178599
150.970376	6.793387	15.000000	fixation	na	na
157.763763	3.759215	16.000000	stimulus	correct	3.750107
161.522978	6.223116	16.000000	fixation	na	na
167.746094	5.860430	17.000000	stimulus	correct	5.847154
173.606524	4.123102	17.000000	fixation	na	na
177.729626	3.984301	18.000000	stimulus	correct	3.972747
181.713927	5.999280	18.000000	fixation	na	na
187.713207	5.367616	19.000000	stimulus	correct	5.358502
193.080823	4.614729	19.000000	fixation	na	na
197.695552	3.236288	20.000000	stimulus	correct	3.220972
200.931840	6.747184	20.000000	fixation	na	na
207.679024	4.216834	21.000000	stimulus	correct	4.205478
211.895858	5.766746	21.000000	fixation	na	na
217.662604	3.234802	22.000000	stimulus	correct	3.225350
220.897406	6.747511	22.000000	fixation	na	na
227.644918	4.219763	23.000000	stimulus	correct	4.208129
231.864680	5.763731	23.000000	fixation	na	na
237.628411	2.458241	24.000000	stimulus	correct	2.445725
240.086651	7.525345	24.000000	fixation	na	na
247.611996	4.417585	25.000000	stimulus	correct	4.406313
252.029581	5.566018	25.000000	fixation	na	na
257.595599	4.582708	26.000000	stimulus	correct	4.569524
262.178307	5.399615	26.000000	fixation	na	na
267.577921	4.458991	27.000000	stimulus	correct	4.445555
272.036912	5.524639	27.000000	fixation	na	na
277.561551	6.101078	28.000000	stimulus	incorrect	6.088304
283.662629	3.881189	28.000000	fixation	na	na
287.543818	5.069747	29.000000	stimulus	correct	5.061530
292.613565	4.913485	29.000000	fixation	na	na
297.527050	5.510239	30.000000	stimulus	correct	5.499297
303.037288	4.473256	30.000000	fixation	na	na
307.510545	4.343262	31.000000	stimulus	correct	4.328175
311.853807	5.640171	31.000000	fixation	na	na
317.493978	4.902153	32.000000	stimulus	correct	4.891136
322.396131	5.081435	32.000000	fixation	na	na
327.477566	2.694650	33.000000	stimulus	correct	2.683447
330.172216	7.288963	33.000000	fixation	na	na
337.461179	4.325205	34.000000	stimulus	correct	4.310687
341.786384	5.657137	34.000000	fixation	na	na
347.443521	4.077937	35.000000	stimulus	correct	4.066427
351.521458	5.905659	35.000000	fixation	na	na
357.427117	4.393488	36.000000	stimulus	correct	4.382348
361.820604	0.718114	36.000000	fixation	na	na
