onset	duration	block_type	trial_number	trial_type	event	response_time
8.016883	1.500024	high_loss	1.000000	incorrect	?	0.778029
9.516907	0.499993	high_loss	1.000000	incorrect	number	na
10.016900	0.499522	high_loss	1.000000	incorrect	feedback_arrow	na
10.516422	0.988619	high_loss	1.000000	incorrect	fixation	na
11.505041	1.495446	high_loss	2.000000	incorrect	?	0.602983
13.000487	0.499455	high_loss	2.000000	incorrect	number	na
13.499942	0.500413	high_loss	2.000000	incorrect	feedback_arrow	na
14.000355	1.000000	high_loss	2.000000	incorrect	fixation	na
15.000355	1.499418	high_loss	3.000000	correct	?	0.479453
16.499773	0.488565	high_loss	3.000000	correct	number	na
16.988338	0.495159	high_loss	3.000000	correct	feedback_arrow	na
17.483496	0.999982	high_loss	3.000000	correct	fixation	na
18.483479	1.499400	high_loss	4.000000	correct	?	0.542583
19.982879	0.488739	high_loss	4.000000	correct	number	na
20.471618	0.494277	high_loss	4.000000	correct	feedback_arrow	na
20.965895	0.988760	high_loss	4.000000	correct	fixation	na
21.954655	1.495847	high_loss	5.000000	incorrect	?	0.501027
23.450502	0.499408	high_loss	5.000000	incorrect	number	na
23.949910	0.500579	high_loss	5.000000	incorrect	feedback_arrow	na
24.450490	0.999979	high_loss	5.000000	incorrect	fixation	na
25.450469	1.499287	high_loss	6.000000	correct	?	0.646764
26.949756	0.488736	high_loss	6.000000	correct	number	na
27.438492	0.494323	high_loss	6.000000	correct	feedback_arrow	na
27.932816	0.988544	high_loss	6.000000	correct	fixation	na
28.921360	1.495299	high_loss	7.000000	incorrect	?	0.550184
30.416659	0.500441	high_loss	7.000000	incorrect	number	na
30.917100	0.499392	high_loss	7.000000	incorrect	feedback_arrow	na
31.416492	0.988644	high_loss	7.000000	incorrect	fixation	na
32.405136	1.495250	high_loss	8.000000	incorrect	?	0.472098
33.900386	0.499835	high_loss	8.000000	incorrect	number	na
34.400220	0.499401	high_loss	8.000000	incorrect	feedback_arrow	na
34.899621	0.988638	high_loss	8.000000	incorrect	fixation	na
35.888259	1.495242	high_loss	9.000000	incorrect	?	0.622765
37.383501	0.500076	high_loss	9.000000	incorrect	number	na
37.883577	0.499405	high_loss	9.000000	incorrect	feedback_arrow	na
38.382982	0.988609	high_loss	9.000000	incorrect	fixation	na
39.371591	1.495276	high_loss	10.000000	incorrect	?	0.710404
40.866867	0.500305	high_loss	10.000000	incorrect	number	na
41.367172	0.499485	high_loss	10.000000	incorrect	feedback_arrow	na
41.866657	2.000174	high_loss	10.000000	incorrect	fixation	na
43.866830	1.500252	high_win	11.000000	incorrect	?	0.535214
45.367082	0.499486	high_win	11.000000	incorrect	number	na
45.866568	0.500261	high_win	11.000000	incorrect	feedback_arrow	na
46.366829	1.000235	high_win	11.000000	incorrect	fixation	na
47.367064	1.500114	high_win	12.000000	correct	?	0.514576
48.867178	0.499536	high_win	12.000000	correct	number	na
49.366715	0.500334	high_win	12.000000	correct	feedback_arrow	na
49.867049	0.999382	high_win	12.000000	correct	fixation	na
50.866431	1.500389	high_win	13.000000	correct	?	0.488697
52.366820	0.500410	high_win	13.000000	correct	number	na
52.867229	0.499629	high_win	13.000000	correct	feedback_arrow	na
53.366859	1.000239	high_win	13.000000	correct	fixation	na
54.367097	1.499536	high_win	14.000000	incorrect	?	0.499423
55.866633	0.500368	high_win	14.000000	incorrect	number	na
56.367002	0.499488	high_win	14.000000	incorrect	feedback_arrow	na
56.866489	1.000365	high_win	14.000000	incorrect	fixation	na
57.866855	1.500185	high_win	15.000000	correct	?	0.682446
59.367040	0.499789	high_win	15.000000	correct	number	na
59.866829	0.500374	high_win	15.000000	correct	feedback_arrow	na
60.367203	0.999344	high_win	15.000000	correct	fixation	na
61.366547	1.500317	high_win	16.000000	incorrect	?	0.493077
62.866864	0.500012	high_win	16.000000	incorrect	number	na
63.366876	0.499548	high_win	16.000000	incorrect	feedback_arrow	na
63.866425	1.000394	high_win	16.000000	incorrect	fixation	na
64.866819	1.500198	high_win	17.000000	correct	?	0.469967
66.367017	0.499470	high_win	17.000000	correct	number	na
66.866487	0.500363	high_win	17.000000	correct	feedback_arrow	na
67.366849	1.000348	high_win	17.000000	correct	fixation	na
68.367197	1.499253	high_win	18.000000	correct	?	0.534636
69.866450	0.500324	high_win	18.000000	correct	number	na
70.366774	0.500421	high_win	18.000000	correct	feedback_arrow	na
70.867195	0.999352	high_win	18.000000	correct	fixation	na
71.866548	1.500183	high_win	19.000000	correct	?	0.323067
73.366731	0.499889	high_win	19.000000	correct	number	na
73.866620	0.500377	high_win	19.000000	correct	feedback_arrow	na
74.366997	0.999363	high_win	19.000000	correct	fixation	na
75.366360	1.500269	high_win	20.000000	correct	?	0.496581
76.866629	0.500369	high_win	20.000000	correct	number	na
77.366998	0.499451	high_win	20.000000	correct	feedback_arrow	na
77.866450	2.000154	high_win	20.000000	correct	fixation	na
79.866604	1.500187	high_loss	21.000000	incorrect	?	0.399731
81.366791	0.499493	high_loss	21.000000	incorrect	number	na
81.866283	0.500318	high_loss	21.000000	incorrect	feedback_arrow	na
82.366601	1.000341	high_loss	21.000000	incorrect	fixation	na
83.366942	1.500307	high_loss	22.000000	correct	?	0.472637
84.867249	0.499904	high_loss	22.000000	correct	number	na
85.367153	0.499528	high_loss	22.000000	correct	feedback_arrow	na
85.866681	1.000317	high_loss	22.000000	correct	fixation	na
86.866998	1.499229	high_loss	23.000000	incorrect	?	0.523399
88.366227	0.500317	high_loss	23.000000	incorrect	number	na
88.866544	0.500309	high_loss	23.000000	incorrect	feedback_arrow	na
89.366853	0.999346	high_loss	23.000000	incorrect	fixation	na
90.366199	1.500418	high_loss	24.000000	incorrect	?	0.198551
91.866618	0.500493	high_loss	24.000000	incorrect	number	na
92.367111	0.499450	high_loss	24.000000	incorrect	feedback_arrow	na
92.866561	1.000300	high_loss	24.000000	incorrect	fixation	na
93.866861	1.500422	high_loss	25.000000	incorrect	?	0.425909
95.367283	0.499692	high_loss	25.000000	incorrect	number	na
95.866974	0.499519	high_loss	25.000000	incorrect	feedback_arrow	na
96.366493	1.000318	high_loss	25.000000	incorrect	fixation	na
97.366812	1.500429	high_loss	26.000000	correct	?	0.435771
98.867240	0.499701	high_loss	26.000000	correct	number	na
99.366941	0.499478	high_loss	26.000000	correct	feedback_arrow	na
99.866420	1.000298	high_loss	26.000000	correct	fixation	na
100.866718	1.500310	high_loss	27.000000	incorrect	?	0.642088
102.367028	0.499854	high_loss	27.000000	incorrect	number	na
102.866882	0.499509	high_loss	27.000000	incorrect	feedback_arrow	na
103.366392	1.000579	high_loss	27.000000	incorrect	fixation	na
104.366971	1.500272	high_loss	28.000000	incorrect	?	0.495854
105.867243	0.499569	high_loss	28.000000	incorrect	number	na
106.366813	0.499735	high_loss	28.000000	incorrect	feedback_arrow	na
106.866548	1.000323	high_loss	28.000000	incorrect	fixation	na
107.866871	1.500335	high_loss	29.000000	incorrect	?	0.362694
109.367206	0.499595	high_loss	29.000000	incorrect	number	na
109.866801	0.500428	high_loss	29.000000	incorrect	feedback_arrow	na
110.367230	0.999498	high_loss	29.000000	incorrect	fixation	na
111.366728	1.500352	high_loss	30.000000	correct	?	0.297025
112.867080	0.499641	high_loss	30.000000	correct	number	na
113.366721	0.500455	high_loss	30.000000	correct	feedback_arrow	na
113.867175	1.999570	high_loss	30.000000	correct	fixation	na
115.866745	1.500346	high_loss	31.000000	incorrect	?	0.966000
117.367091	0.499913	high_loss	31.000000	incorrect	number	na
117.867004	0.499683	high_loss	31.000000	incorrect	feedback_arrow	na
118.366687	1.000368	high_loss	31.000000	incorrect	fixation	na
119.367055	1.499600	high_loss	32.000000	incorrect	?	0.495506
120.866654	0.500422	high_loss	32.000000	incorrect	number	na
121.367076	0.499926	high_loss	32.000000	incorrect	feedback_arrow	na
121.867002	0.999607	high_loss	32.000000	incorrect	fixation	na
122.866609	1.500177	high_loss	33.000000	incorrect	?	0.287558
124.366786	0.499793	high_loss	33.000000	incorrect	number	na
124.866579	0.500376	high_loss	33.000000	incorrect	feedback_arrow	na
125.366954	1.000014	high_loss	33.000000	incorrect	fixation	na
126.366968	1.499554	high_loss	34.000000	correct	?	0.250683
127.866523	0.500540	high_loss	34.000000	correct	number	na
128.367063	0.499496	high_loss	34.000000	correct	feedback_arrow	na
128.866559	1.000368	high_loss	34.000000	correct	fixation	na
129.866927	1.499583	high_loss	35.000000	incorrect	?	0.377748
131.366510	0.500481	high_loss	35.000000	incorrect	number	na
131.866991	0.499476	high_loss	35.000000	incorrect	feedback_arrow	na
132.366467	1.000397	high_loss	35.000000	incorrect	fixation	na
133.366864	1.499539	high_loss	36.000000	correct	?	0.310921
134.866402	0.500441	high_loss	36.000000	correct	number	na
