onset	duration	event	trial_number	trial_type	requested_SOA	actual_SOA	accuracy	resp1	resp2	rt1	rt2
8.015037	0.501000	fixation	1.000000	na	na	na	na	na	na	na	na
8.516037	1.498000	stimulus	1.000000	no_signal	0.000000	0.000000	correct	right	no_response	0.737000	0.000000
10.014037	0.502000	fixation	2.000000	na	na	na	na	na	na	na	na
10.516037	1.498000	stimulus	2.000000	signal	0.650000	0.650000	correct	no_response	no_response	0.000000	0.000000
12.014037	0.502000	fixation	3.000000	na	na	na	na	na	na	na	na
12.516037	1.498000	stimulus	3.000000	no_signal	0.000000	0.000000	correct	left	no_response	0.899000	0.000000
14.014037	0.502000	fixation	4.000000	na	na	na	na	na	na	na	na
14.516037	1.498000	stimulus	4.000000	signal	0.700000	0.700000	correct	no_response	no_response	0.000000	0.000000
16.014037	0.502000	fixation	5.000000	na	na	na	na	na	na	na	na
16.516037	1.498000	stimulus	5.000000	no_signal	0.000000	0.000000	correct	right	no_response	0.921000	0.000000
18.014037	0.501000	fixation	6.000000	na	na	na	na	na	na	na	na
18.515037	1.499000	stimulus	6.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.285000	0.000000
20.014037	0.501000	fixation	7.000000	na	na	na	na	na	na	na	na
20.515037	1.499000	stimulus	7.000000	signal	0.750000	0.750000	correct	no_response	no_response	0.000000	0.000000
22.014037	0.501000	fixation	8.000000	na	na	na	na	na	na	na	na
22.515037	1.499000	stimulus	8.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.030000	0.000000
24.014037	0.501000	fixation	9.000000	na	na	na	na	na	na	na	na
24.515037	1.498000	stimulus	9.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.127000	0.000000
26.013037	0.502000	fixation	10.000000	na	na	na	na	na	na	na	na
26.515037	1.498000	stimulus	10.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.045000	0.000000
28.013037	0.502000	fixation	11.000000	na	na	na	na	na	na	na	na
28.515037	1.498000	stimulus	11.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.148000	0.000000
30.013037	0.502000	fixation	12.000000	na	na	na	na	na	na	na	na
30.515037	1.498000	stimulus	12.000000	signal	0.800000	0.800000	correct	no_response	no_response	0.000000	0.000000
32.013037	0.502000	fixation	13.000000	na	na	na	na	na	na	na	na
32.515037	1.498000	stimulus	13.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.035000	0.000000
34.013037	0.501000	fixation	14.000000	na	na	na	na	na	na	na	na
34.514037	1.499000	stimulus	14.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.238000	0.000000
36.013037	0.501000	fixation	15.000000	na	na	na	na	na	na	na	na
36.514037	1.499000	stimulus	15.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.224000	0.000000
38.013037	0.501000	fixation	16.000000	na	na	na	na	na	na	na	na
38.514037	1.499000	stimulus	16.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.093000	0.000000
40.013037	0.501000	fixation	17.000000	na	na	na	na	na	na	na	na
40.514037	1.498000	stimulus	17.000000	signal	0.850000	0.850000	correct	no_response	no_response	0.000000	0.000000
42.012037	0.502000	fixation	18.000000	na	na	na	na	na	na	na	na
42.514037	1.498000	stimulus	18.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.082000	0.000000
44.012037	0.502000	fixation	19.000000	na	na	na	na	na	na	na	na
44.514037	1.498000	stimulus	19.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.455000	0.000000
46.012037	0.502000	fixation	20.000000	na	na	na	na	na	na	na	na
46.514037	1.498000	stimulus	20.000000	no_signal	0.000000	0.000000	correct	left	no_response	0.612000	0.000000
48.012037	0.502000	fixation	21.000000	na	na	na	na	na	na	na	na
48.514037	1.498000	stimulus	21.000000	no_signal	0.000000	0.000000	correct	right	no_response	0.814000	0.000000
50.012037	0.501000	fixation	22.000000	na	na	na	na	na	na	na	na
50.513037	1.499000	stimulus	22.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.124000	0.000000
52.012037	0.501000	fixation	23.000000	na	na	na	na	na	na	na	na
52.513037	1.499000	stimulus	23.000000	signal	0.900000	0.900000	correct	no_response	no_response	0.000000	0.000000
54.012037	0.501000	fixation	24.000000	na	na	na	na	na	na	na	na
54.513037	1.499000	stimulus	24.000000	no_signal	0.000000	0.000000	correct	right	no_response	0.964000	0.000000
56.012037	0.501000	fixation	25.000000	na	na	na	na	na	na	na	na
56.513037	1.498000	stimulus	25.000000	signal	0.950000	0.950000	correct	no_response	no_response	0.000000	0.000000
58.011037	0.502000	fixation	26.000000	na	na	na	na	na	na	na	na
58.513037	1.498000	stimulus	26.000000	signal	1.000000	1.000000	signal_respond	right	no_response	1.056000	0.000000
60.011037	0.502000	fixation	27.000000	na	na	na	na	na	na	na	na
60.513037	1.498000	stimulus	27.000000	signal	0.950000	0.950000	correct	no_response	no_response	0.000000	0.000000
62.011037	0.502000	fixation	28.000000	na	na	na	na	na	na	na	na
62.513037	1.498000	stimulus	28.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.121000	0.000000
64.011037	0.502000	fixation	29.000000	na	na	na	na	na	na	na	na
64.513037	1.498000	stimulus	29.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.418000	0.000000
66.011037	0.501000	fixation	30.000000	na	na	na	na	na	na	na	na
66.512037	1.499000	stimulus	30.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.177000	0.000000
68.011037	0.501000	fixation	31.000000	na	na	na	na	na	na	na	na
68.512037	1.499000	stimulus	31.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.081000	0.000000
70.011037	0.501000	fixation	32.000000	na	na	na	na	na	na	na	na
70.512037	1.499000	stimulus	32.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.164000	0.000000
72.011037	0.501000	fixation	33.000000	na	na	na	na	na	na	na	na
72.512037	1.498000	stimulus	33.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.168000	0.000000
74.010037	0.502000	fixation	34.000000	na	na	na	na	na	na	na	na
74.512037	1.498000	stimulus	34.000000	signal	1.000000	1.000000	signal_respond	right	no_response	1.433000	0.000000
76.010037	0.502000	fixation	35.000000	na	na	na	na	na	na	na	na
76.512037	1.498000	stimulus	35.000000	signal	0.950000	0.950000	signal_respond	right	left	0.432000	0.558000
78.010037	0.502000	fixation	36.000000	na	na	na	na	na	na	na	na
78.512037	1.498000	stimulus	36.000000	no_signal	0.000000	0.000000	correct	right	no_response	0.707000	0.000000
80.010037	0.502000	fixation	37.000000	na	na	na	na	na	na	na	na
80.512037	1.498000	stimulus	37.000000	signal	0.900000	0.900000	signal_respond	left	no_response	1.056000	0.000000
82.010037	0.501000	fixation	38.000000	na	na	na	na	na	na	na	na
82.511037	1.499000	stimulus	38.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.185000	0.000000
84.010037	0.501000	fixation	39.000000	na	na	na	na	na	na	na	na
84.511037	1.499000	stimulus	39.000000	no_signal	0.000000	0.000000	not_quick_enough	no_response	no_response	0.000000	0.000000
86.010037	0.501000	fixation	40.000000	na	na	na	na	na	na	na	na
86.511037	1.499000	stimulus	40.000000	no_signal	0.000000	0.000000	correct	left	no_response	0.916000	0.000000
88.010037	0.501000	fixation	41.000000	na	na	na	na	na	na	na	na
88.511037	1.498000	stimulus	41.000000	signal	0.850000	0.850000	correct	no_response	no_response	0.000000	0.000000
90.009037	0.502000	fixation	42.000000	na	na	na	na	na	na	na	na
