onset	duration	trial_number	event	accuracy	response_time
8.016402	1.686610	1.000000	stimulus	incorrect	1.678777
9.703012	8.299950	1.000000	fixation	na	na
18.002962	3.413128	2.000000	stimulus	incorrect	3.397658
21.416091	6.583923	2.000000	fixation	na	na
28.000014	2.216337	3.000000	stimulus	correct	2.199790
30.216351	7.770280	3.000000	fixation	na	na
37.986631	2.179529	4.000000	stimulus	correct	2.165285
40.166160	7.816582	4.000000	fixation	na	na
47.982742	2.586339	5.000000	stimulus	correct	2.580124
50.569080	7.401526	5.000000	fixation	na	na
57.970606	4.715123	6.000000	stimulus	incorrect	4.709697
62.685729	5.280108	6.000000	fixation	na	na
67.965838	4.520898	7.000000	stimulus	correct	4.512058
72.486736	5.466877	7.000000	fixation	na	na
77.953613	3.216484	8.000000	stimulus	correct	3.207464
81.170097	6.778852	8.000000	fixation	na	na
87.948949	4.516632	9.000000	stimulus	correct	4.499605
92.465581	5.471103	9.000000	fixation	na	na
97.936684	3.028761	10.000000	stimulus	correct	3.015026
100.965445	6.966506	10.000000	fixation	na	na
107.931951	3.065690	11.000000	stimulus	correct	3.059156
110.997641	6.921976	11.000000	fixation	na	na
117.919618	4.200728	12.000000	stimulus	incorrect	4.191312
122.120346	5.794438	12.000000	fixation	na	na
127.914784	2.899432	13.000000	stimulus	correct	2.892605
130.814216	7.089357	13.000000	fixation	na	na
137.903573	3.199224	14.000000	stimulus	incorrect	3.190348
141.102797	6.794981	14.000000	fixation	na	na
147.897778	3.855658	15.000000	stimulus	correct	3.844709
151.753436	6.133173	15.000000	fixation	na	na
157.886609	2.660959	16.000000	stimulus	correct	2.646628
160.547568	7.333136	16.000000	fixation	na	na
167.880704	3.616778	17.000000	stimulus	correct	3.609952
171.497482	6.373148	17.000000	fixation	na	na
177.870631	5.826919	18.000000	stimulus	incorrect	5.811032
183.697549	4.166682	18.000000	fixation	na	na
187.864232	3.733074	19.000000	stimulus	correct	3.723878
191.597305	6.255652	19.000000	fixation	na	na
197.852957	3.244317	20.000000	stimulus	incorrect	3.233282
201.097274	6.749883	20.000000	fixation	na	na
207.847157	6.199948	21.000000	stimulus	incorrect	6.189189
214.047106	3.788804	21.000000	fixation	na	na
217.835910	3.533415	22.000000	stimulus	correct	3.523051
221.369324	6.460894	22.000000	fixation	na	na
227.830218	3.639908	23.000000	stimulus	correct	3.631017
231.470125	6.349981	23.000000	fixation	na	na
237.820107	2.175772	24.000000	stimulus	incorrect	2.166777
239.995879	7.817440	24.000000	fixation	na	na
247.813318	5.573064	25.000000	stimulus	incorrect	5.562585
253.386383	4.416856	25.000000	fixation	na	na
257.803238	3.643031	26.000000	stimulus	correct	3.635986
261.446269	6.349913	26.000000	fixation	na	na
267.796182	3.616784	27.000000	stimulus	correct	3.601628
271.412966	6.373056	27.000000	fixation	na	na
277.786022	4.367206	28.000000	stimulus	incorrect	4.359034
282.153228	5.626067	28.000000	fixation	na	na
287.779295	3.383489	29.000000	stimulus	correct	3.376620
291.162784	6.607559	29.000000	fixation	na	na
297.770343	3.499828	30.000000	stimulus	correct	3.487281
301.270171	6.492177	30.000000	fixation	na	na
307.762348	6.824530	31.000000	stimulus	incorrect	6.812457
314.586878	3.166505	31.000000	fixation	na	na
317.753382	3.316784	32.000000	stimulus	incorrect	3.307457
321.070166	6.675327	32.000000	fixation	na	na
327.745492	3.432396	33.000000	stimulus	correct	3.427149
331.177888	6.558671	33.000000	fixation	na	na
337.736560	1.617003	34.000000	stimulus	correct	1.605884
339.353562	8.375065	34.000000	fixation	na	na
347.728628	4.341567	35.000000	stimulus	correct	4.329034
352.070194	5.649490	35.000000	fixation	na	na
357.719685	2.533176	36.000000	stimulus	correct	2.520767
360.252860	0.717566	36.000000	fixation	na	na
