onset	duration	trial_number	stim_type	trial_type	accuracy	response_time
13.032556	0.999944	1.000000	face	nontarget	correct	0.511259
14.032500	0.999839	1.000000	fixation	nontarget	na	na
15.032339	1.000040	2.000000	face	nontarget	correct	0.464518
16.032380	0.999838	2.000000	fixation	nontarget	na	na
17.032218	1.000038	3.000000	face	nontarget	correct	0.447537
18.032256	0.999837	3.000000	fixation	nontarget	na	na
19.032093	0.999947	4.000000	face	target	correct	 NaN
20.032040	0.999928	4.000000	fixation	target	na	na
21.031968	1.000035	5.000000	face	nontarget	correct	0.464082
22.032004	0.999843	5.000000	fixation	nontarget	na	na
23.031846	0.999936	6.000000	face	target	correct	 NaN
24.031782	0.999940	6.000000	fixation	target	na	na
25.031722	1.000041	7.000000	face	nontarget	correct	0.464900
26.031763	0.999837	7.000000	fixation	nontarget	na	na
27.031599	1.000040	8.000000	face	nontarget	correct	0.654037
28.031640	0.999844	8.000000	fixation	nontarget	na	na
29.031484	1.000030	9.000000	face	nontarget	correct	0.553152
30.031514	0.999839	9.000000	fixation	nontarget	na	na
31.031353	0.999935	10.000000	face	target	correct	 NaN
32.031288	0.999943	10.000000	fixation	target	na	na
33.031231	1.000034	11.000000	face	nontarget	correct	0.491284
34.031265	0.999844	11.000000	fixation	nontarget	na	na
35.031109	1.000059	12.000000	face	nontarget	correct	0.480424
36.031167	0.999817	12.000000	fixation	nontarget	na	na
37.030984	1.000061	13.000000	face	nontarget	correct	0.685520
38.031045	0.999821	13.000000	fixation	nontarget	na	na
39.030865	1.000030	14.000000	face	nontarget	correct	0.611957
40.030895	0.999840	14.000000	fixation	nontarget	na	na
41.030735	0.999937	15.000000	face	target	correct	 NaN
42.030673	0.999941	15.000000	fixation	target	na	na
43.030614	1.000059	16.000000	face	nontarget	correct	0.378796
44.030673	0.999815	16.000000	fixation	nontarget	na	na
45.030488	1.000040	17.000000	face	nontarget	correct	0.435890
46.030528	0.999840	17.000000	fixation	nontarget	na	na
47.030368	1.000024	18.000000	face	nontarget	correct	0.436134
48.030392	0.999852	18.000000	fixation	nontarget	na	na
49.030244	1.000035	19.000000	face	nontarget	correct	0.442214
50.030280	0.999839	19.000000	fixation	nontarget	na	na
51.030119	1.000037	20.000000	face	nontarget	correct	0.586194
52.030157	0.999840	20.000000	fixation	nontarget	na	na
53.029997	1.000042	21.000000	face	nontarget	correct	0.516309
54.030039	0.999834	21.000000	fixation	nontarget	na	na
55.029873	0.999974	22.000000	face	nontarget	correct	0.587360
56.029847	0.999927	22.000000	fixation	nontarget	na	na
57.029774	1.000025	23.000000	face	nontarget	correct	0.487459
58.029799	0.999827	23.000000	fixation	nontarget	na	na
59.029626	1.000040	24.000000	face	nontarget	correct	0.717408
60.029666	0.999838	24.000000	fixation	nontarget	na	na
61.029504	1.000037	25.000000	face	nontarget	correct	0.547652
62.029541	0.999839	25.000000	fixation	nontarget	na	na
63.029380	1.000043	26.000000	face	nontarget	correct	0.573758
64.029424	0.999832	26.000000	fixation	nontarget	na	na
65.029256	1.000042	27.000000	face	nontarget	correct	0.534143
66.029297	0.999848	27.000000	fixation	nontarget	na	na
67.029145	1.000044	28.000000	face	nontarget	correct	0.571179
68.029189	0.999825	28.000000	fixation	nontarget	na	na
69.029014	1.000034	29.000000	face	nontarget	correct	0.621086
70.029049	0.999839	29.000000	fixation	nontarget	na	na
71.028887	0.999939	30.000000	face	nontarget	correct	1.000308
72.028826	1.000040	30.000000	fixation	nontarget	na	na
73.028866	0.999938	31.000000	face	nontarget	correct	0.510723
74.028804	0.999841	31.000000	fixation	nontarget	na	na
75.028644	1.000036	32.000000	face	nontarget	correct	0.634438
76.028680	0.999844	32.000000	fixation	nontarget	na	na
77.028524	1.000034	33.000000	face	nontarget	correct	0.738573
78.028558	0.999835	33.000000	fixation	nontarget	na	na
79.028394	1.000038	34.000000	face	nontarget	correct	0.472682
80.028432	0.999842	34.000000	fixation	nontarget	na	na
81.028273	1.000037	35.000000	face	nontarget	correct	0.468802
82.028311	0.999840	35.000000	fixation	nontarget	na	na
83.028151	1.000039	36.000000	face	nontarget	correct	0.442803
84.028190	0.999837	36.000000	fixation	nontarget	na	na
85.028027	1.000044	37.000000	face	nontarget	correct	0.538003
86.028071	0.999834	37.000000	fixation	nontarget	na	na
87.027905	1.000035	38.000000	face	nontarget	correct	0.546117
88.027940	0.999841	38.000000	fixation	nontarget	na	na
89.027781	1.000039	39.000000	face	nontarget	correct	0.467203
90.027820	0.999837	39.000000	fixation	nontarget	na	na
91.027657	1.000037	40.000000	face	nontarget	correct	0.551371
92.027694	0.999840	40.000000	fixation	nontarget	na	na
93.027534	1.000039	41.000000	face	nontarget	correct	0.496380
94.027573	0.999838	41.000000	fixation	nontarget	na	na
95.027411	1.000043	42.000000	face	nontarget	correct	0.693468
96.027454	0.999835	42.000000	fixation	nontarget	na	na
97.027289	1.000036	43.000000	face	nontarget	correct	0.610806
98.027325	0.999838	43.000000	fixation	nontarget	na	na
99.027164	1.000039	44.000000	face	nontarget	correct	0.631567
100.027202	0.999840	44.000000	fixation	nontarget	na	na
101.027043	1.000042	45.000000	face	nontarget	correct	0.559989
102.027085	0.999833	45.000000	fixation	nontarget	na	na
103.026918	1.000039	46.000000	face	nontarget	correct	0.488889
104.026958	0.999941	46.000000	fixation	nontarget	na	na
105.026898	0.999963	47.000000	face	nontarget	correct	0.672445
106.026862	0.999815	47.000000	fixation	nontarget	na	na
107.026677	1.000034	48.000000	face	nontarget	correct	0.604077
108.026711	0.999838	48.000000	fixation	nontarget	na	na
109.026549	1.000062	49.000000	face	nontarget	correct	0.570068
110.026612	0.999816	49.000000	fixation	nontarget	na	na
111.026428	1.000038	50.000000	face	nontarget	correct	0.547276
112.026466	0.999838	50.000000	fixation	nontarget	na	na
113.026303	1.000044	51.000000	face	nontarget	correct	0.728252
114.026347	0.999832	51.000000	fixation	nontarget	na	na
115.026179	1.000042	52.000000	face	nontarget	correct	0.747478
116.026221	0.999837	52.000000	fixation	nontarget	na	na
117.026057	1.000051	53.000000	face	nontarget	correct	0.552501
118.026109	0.999826	53.000000	fixation	nontarget	na	na
119.025934	1.000043	54.000000	face	nontarget	correct	0.509541
120.025978	0.999834	54.000000	fixation	nontarget	na	na
121.025812	1.000042	55.000000	face	nontarget	correct	0.675649
122.025853	0.999834	55.000000	fixation	nontarget	na	na
