onset	duration	trial_number	event	accuracy	response_time
8.016245	2.933392	1.000000	stimulus	correct	2.920485
10.949637	7.050871	1.000000	fixation	na	na
18.000508	4.582036	2.000000	stimulus	correct	4.567224
22.582544	5.400064	2.000000	fixation	na	na
27.982608	2.515808	3.000000	stimulus	correct	2.502569
30.498416	7.466174	3.000000	fixation	na	na
37.964590	3.232792	4.000000	stimulus	incorrect	3.217163
41.197382	6.750321	4.000000	fixation	na	na
47.947704	4.291197	5.000000	stimulus	correct	4.280452
52.238900	5.691975	5.000000	fixation	na	na
57.930876	3.565054	6.000000	stimulus	correct	3.552626
61.495929	6.416947	6.000000	fixation	na	na
67.912876	3.074623	7.000000	stimulus	correct	3.067103
70.987499	6.908626	7.000000	fixation	na	na
77.896125	3.032791	8.000000	stimulus	correct	3.018392
80.928916	6.949191	8.000000	fixation	na	na
87.878107	4.667972	9.000000	stimulus	correct	4.658641
92.546079	5.315195	9.000000	fixation	na	na
97.861273	3.749869	10.000000	stimulus	correct	3.737165
101.611143	6.232069	10.000000	fixation	na	na
107.843211	4.516080	11.000000	stimulus	incorrect	4.505472
112.359292	5.466929	11.000000	fixation	na	na
117.826221	4.258214	12.000000	stimulus	correct	4.247560
122.084434	5.724744	12.000000	fixation	na	na
127.809178	3.049753	13.000000	stimulus	correct	3.038535
130.858931	6.933173	13.000000	fixation	na	na
137.792104	3.425157	14.000000	stimulus	correct	3.412463
141.217261	6.556590	14.000000	fixation	na	na
147.773850	3.810260	15.000000	stimulus	correct	3.800573
151.584110	6.172840	15.000000	fixation	na	na
157.756950	2.346198	16.000000	stimulus	correct	2.337326
160.103148	7.636762	16.000000	fixation	na	na
167.739910	3.860882	17.000000	stimulus	correct	3.851190
171.600793	6.122348	17.000000	fixation	na	na
177.723141	2.015752	18.000000	stimulus	correct	2.006604
179.738894	7.966191	18.000000	fixation	na	na
187.705085	4.729702	19.000000	stimulus	correct	4.719935
192.434787	5.253336	19.000000	fixation	na	na
197.688123	4.144866	20.000000	stimulus	correct	4.123160
201.832989	5.838154	20.000000	fixation	na	na
207.671143	3.329745	21.000000	stimulus	correct	3.318858
211.000888	6.652089	21.000000	fixation	na	na
217.652977	3.464893	22.000000	stimulus	incorrect	3.459043
221.117870	6.514752	22.000000	fixation	na	na
227.632622	3.951779	23.000000	stimulus	correct	3.942550
231.584401	6.032508	23.000000	fixation	na	na
237.616909	4.682124	24.000000	stimulus	incorrect	4.669868
242.299034	5.301110	24.000000	fixation	na	na
247.600144	2.467732	25.000000	stimulus	correct	2.458573
250.067876	7.515451	25.000000	fixation	na	na
257.583327	4.002398	26.000000	stimulus	correct	3.995493
261.585725	5.980662	26.000000	fixation	na	na
267.566387	4.182396	27.000000	stimulus	correct	4.165714
271.748783	5.800684	27.000000	fixation	na	na
277.549467	3.434747	28.000000	stimulus	correct	3.424408
280.984214	6.548268	28.000000	fixation	na	na
287.532482	4.266203	29.000000	stimulus	correct	4.255588
291.798686	5.716947	29.000000	fixation	na	na
297.515633	6.315633	30.000000	stimulus	correct	6.299487
303.831266	3.666173	30.000000	fixation	na	na
307.497438	1.701262	31.000000	stimulus	correct	1.692113
309.198701	8.281763	31.000000	fixation	na	na
317.480464	4.849661	32.000000	stimulus	correct	4.840609
322.330125	5.133430	32.000000	fixation	na	na
327.463555	4.965545	33.000000	stimulus	incorrect	4.952845
332.429100	5.016287	33.000000	fixation	na	na
337.445387	3.651526	34.000000	stimulus	correct	3.644384
341.096913	6.331471	34.000000	fixation	na	na
347.428384	3.565758	35.000000	stimulus	correct	3.549704
350.994142	6.417341	35.000000	fixation	na	na
357.411483	3.449222	36.000000	stimulus	correct	3.439742
360.860705	0.716477	36.000000	fixation	na	na
