onset	duration	trial_number	event	accuracy	response_time
8.015770	9.249113	1.000000	stimulus	correct	9.524598
17.264883	0.750480	1.000000	fixation	na	na
18.015363	6.669600	2.000000	stimulus	incorrect	6.656846
24.684963	3.330465	2.000000	fixation	na	na
28.015428	1.786049	3.000000	stimulus	correct	1.775743
29.801477	8.213986	3.000000	fixation	na	na
38.015463	5.499210	4.000000	stimulus	incorrect	5.480937
43.514672	4.485372	4.000000	fixation	na	na
48.000045	5.203273	5.000000	stimulus	correct	5.192774
53.203318	4.796570	5.000000	fixation	na	na
57.999889	6.214607	6.000000	stimulus	incorrect	6.199437
64.214496	3.785370	6.000000	fixation	na	na
67.999866	4.464823	7.000000	stimulus	correct	4.448653
72.464689	5.535203	7.000000	fixation	na	na
77.999892	4.547061	8.000000	stimulus	correct	4.540288
82.546953	5.452907	8.000000	fixation	na	na
87.999860	5.481269	9.000000	stimulus	correct	5.462912
93.481129	4.518555	9.000000	fixation	na	na
97.999684	2.649195	10.000000	stimulus	incorrect	2.634647
100.648879	7.350911	10.000000	fixation	na	na
107.999791	4.797039	11.000000	stimulus	correct	4.780517
112.796830	5.202934	11.000000	fixation	na	na
117.999764	6.130913	12.000000	stimulus	correct	6.114493
124.130677	3.869246	12.000000	fixation	na	na
127.999924	3.735273	13.000000	stimulus	correct	3.722376
131.735197	6.264627	13.000000	fixation	na	na
137.999824	7.014995	14.000000	stimulus	incorrect	7.001226
145.014819	2.984904	14.000000	fixation	na	na
147.999723	4.930490	15.000000	stimulus	correct	4.913464
152.930213	5.069543	15.000000	fixation	na	na
157.999756	5.533357	16.000000	stimulus	incorrect	5.523374
163.533113	4.466445	16.000000	fixation	na	na
167.999558	4.367796	17.000000	stimulus	correct	4.353356
172.367354	5.632646	17.000000	fixation	na	na
178.000001	6.564901	18.000000	stimulus	incorrect	6.551044
184.564901	3.434850	18.000000	fixation	na	na
187.999751	4.963358	19.000000	stimulus	incorrect	4.955642
192.963109	5.036752	19.000000	fixation	na	na
197.999861	5.062828	20.000000	stimulus	correct	5.048550
203.062689	4.936989	20.000000	fixation	na	na
207.999678	5.387392	21.000000	stimulus	correct	5.376452
213.387070	4.612571	21.000000	fixation	na	na
217.999640	3.601286	22.000000	stimulus	correct	3.585958
221.600926	6.398728	22.000000	fixation	na	na
227.999654	6.728232	23.000000	stimulus	incorrect	6.722858
234.727887	3.272001	23.000000	fixation	na	na
237.999887	6.279355	24.000000	stimulus	correct	6.265455
244.279242	3.720672	24.000000	fixation	na	na
247.999915	4.531350	25.000000	stimulus	correct	4.520720
252.531265	5.468650	25.000000	fixation	na	na
257.999915	2.628875	26.000000	stimulus	correct	2.611701
260.628790	7.371089	26.000000	fixation	na	na
267.999879	4.679308	27.000000	stimulus	correct	4.665249
272.679187	5.320600	27.000000	fixation	na	na
277.999788	5.205492	28.000000	stimulus	correct	5.190911
283.205280	4.794427	28.000000	fixation	na	na
287.999707	3.898779	29.000000	stimulus	correct	3.882289
291.898486	6.101132	29.000000	fixation	na	na
297.999617	4.971430	30.000000	stimulus	correct	4.957962
302.971047	5.028563	30.000000	fixation	na	na
307.999611	5.616372	31.000000	stimulus	incorrect	5.602068
313.615983	4.383660	31.000000	fixation	na	na
317.999642	4.344717	32.000000	stimulus	incorrect	4.329826
322.344360	5.655511	32.000000	fixation	na	na
327.999871	2.921302	33.000000	stimulus	incorrect	2.906257
330.921173	7.078562	33.000000	fixation	na	na
337.999735	2.362949	34.000000	stimulus	correct	2.354082
340.362684	7.636142	34.000000	fixation	na	na
347.998825	5.716354	35.000000	stimulus	correct	5.702232
353.715180	4.268140	35.000000	fixation	na	na
357.983320	5.077660	36.000000	stimulus	correct	5.064232
363.060980	0.717001	36.000000	fixation	na	na
