onset	duration	trial_number	trial_type	frame_number	time_of_response
8.067341	0.049740	1.000000	nontarget	1.000000	na
8.117081	0.049512	1.000000	nontarget	2.000000	na
8.166593	0.050027	1.000000	nontarget	3.000000	na
8.216620	0.049983	1.000000	nontarget	4.000000	na
8.266603	0.049948	1.000000	nontarget	5.000000	na
8.316551	0.050480	1.000000	nontarget	6.000000	na
8.367031	0.049824	1.000000	nontarget	7.000000	na
8.416855	0.050186	1.000000	nontarget	8.000000	na
8.467041	0.050020	1.000000	nontarget	9.000000	na
8.517061	0.049714	1.000000	nontarget	10.000000	na
8.566775	0.050266	1.000000	nontarget	11.000000	na
8.617042	0.049348	1.000000	nontarget	12.000000	na
8.666390	0.050228	1.000000	nontarget	13.000000	na
8.716619	0.050404	1.000000	nontarget	14.000000	8.733925
8.767022	0.049992	1.000000	nontarget	15.000000	na
8.817015	0.049558	1.000000	nontarget	16.000000	na
8.866573	0.050330	2.000000	nontarget	1.000000	8.873391
8.916903	0.050119	2.000000	nontarget	2.000000	na
8.967022	0.050195	2.000000	nontarget	3.000000	na
9.017217	0.049965	2.000000	nontarget	4.000000	na
9.067182	0.049607	2.000000	nontarget	5.000000	na
9.116790	0.049365	2.000000	nontarget	6.000000	na
9.166154	0.050671	2.000000	nontarget	7.000000	na
9.216825	0.049671	2.000000	nontarget	8.000000	na
9.266496	0.049982	2.000000	nontarget	9.000000	na
9.316477	0.050546	2.000000	nontarget	10.000000	na
9.367023	0.050040	2.000000	nontarget	11.000000	9.391138
9.417063	0.049388	2.000000	nontarget	12.000000	na
9.466452	0.050494	2.000000	nontarget	13.000000	na
9.516946	0.049507	2.000000	nontarget	14.000000	na
9.566452	0.050419	2.000000	nontarget	15.000000	na
9.616871	0.049590	2.000000	nontarget	16.000000	na
9.666461	0.050629	3.000000	nontarget	1.000000	na
9.717090	0.049404	3.000000	nontarget	2.000000	na
9.766494	0.050183	3.000000	nontarget	3.000000	na
9.816676	0.050261	3.000000	nontarget	4.000000	na
9.866938	0.050176	3.000000	nontarget	5.000000	na
9.917114	0.049649	3.000000	nontarget	6.000000	na
9.966763	0.050439	3.000000	nontarget	7.000000	na
10.017202	0.049157	3.000000	nontarget	8.000000	na
10.066359	0.050063	3.000000	nontarget	9.000000	na
10.116422	0.050586	3.000000	nontarget	10.000000	na
10.167008	0.049446	3.000000	nontarget	11.000000	na
10.216454	0.050481	3.000000	nontarget	12.000000	na
10.266935	0.049479	3.000000	nontarget	13.000000	10.273238
10.316413	0.050733	3.000000	nontarget	14.000000	na
10.367146	0.049649	3.000000	nontarget	15.000000	na
10.416795	0.049608	3.000000	nontarget	16.000000	na
10.466403	0.050553	4.000000	nontarget	1.000000	na
10.516956	0.049837	4.000000	nontarget	2.000000	na
10.566793	0.050042	4.000000	nontarget	3.000000	na
10.616835	0.050187	4.000000	nontarget	4.000000	na
10.667022	0.050151	4.000000	nontarget	5.000000	na
10.717173	0.049696	4.000000	nontarget	6.000000	na
10.766869	0.050147	4.000000	nontarget	7.000000	na
10.817016	0.049969	4.000000	nontarget	8.000000	na
10.866985	0.049063	4.000000	nontarget	9.000000	na
10.916047	0.050241	4.000000	nontarget	10.000000	na
10.966289	0.050819	4.000000	nontarget	11.000000	na
11.017107	0.049181	4.000000	nontarget	12.000000	11.032201
11.066289	0.050440	4.000000	nontarget	13.000000	na
11.116728	0.049903	4.000000	nontarget	14.000000	na
11.166631	0.050238	4.000000	nontarget	15.000000	na
11.216869	0.050318	4.000000	nontarget	16.000000	na
11.267186	0.049790	5.000000	target	1.000000	na
11.316976	0.050046	5.000000	target	2.000000	na
11.367022	0.050183	5.000000	target	3.000000	na
11.417205	0.049802	5.000000	target	4.000000	na
11.467007	0.049951	5.000000	target	5.000000	na
11.516958	0.050023	5.000000	target	6.000000	na
11.566981	0.049866	5.000000	target	7.000000	na
11.616847	0.050189	5.000000	target	8.000000	na
11.667036	0.050136	5.000000	target	9.000000	na
11.717172	0.049938	5.000000	target	10.000000	na
11.767110	0.049882	5.000000	target	11.000000	11.788654
11.816992	0.049367	5.000000	target	12.000000	na
11.866359	0.050305	5.000000	target	13.000000	na
11.916664	0.050243	5.000000	target	14.000000	na
11.966907	0.049844	5.000000	target	15.000000	na
12.016751	0.050456	5.000000	target	16.000000	na
12.067208	0.049129	6.000000	nontarget	1.000000	na
12.116336	0.050724	6.000000	nontarget	2.000000	na
12.167061	0.049665	6.000000	nontarget	3.000000	na
12.216726	0.050260	6.000000	nontarget	4.000000	na
12.266985	0.050262	6.000000	nontarget	5.000000	na
12.317247	0.049864	6.000000	nontarget	6.000000	na
12.367112	0.049872	6.000000	nontarget	7.000000	na
12.416984	0.049287	6.000000	nontarget	8.000000	na
12.466272	0.050704	6.000000	nontarget	9.000000	na
12.516975	0.049273	6.000000	nontarget	10.000000	12.523503
12.566248	0.050076	6.000000	nontarget	11.000000	na
12.616324	0.050380	6.000000	nontarget	12.000000	na
12.666704	0.049705	6.000000	nontarget	13.000000	na
12.716409	0.050774	6.000000	nontarget	14.000000	na
12.767183	0.049084	6.000000	nontarget	15.000000	na
12.816267	0.050734	6.000000	nontarget	16.000000	na
12.867000	0.049946	7.000000	nontarget	1.000000	na
12.916947	0.049426	7.000000	nontarget	2.000000	na
12.966373	0.050849	7.000000	nontarget	3.000000	na
13.017221	0.049042	7.000000	nontarget	4.000000	na
13.066264	0.050543	7.000000	nontarget	5.000000	na
13.116807	0.049293	7.000000	nontarget	6.000000	na
13.166100	0.050893	7.000000	nontarget	7.000000	na
13.216992	0.049977	7.000000	nontarget	8.000000	na
13.266969	0.050001	7.000000	nontarget	9.000000	na
13.316970	0.049382	7.000000	nontarget	10.000000	na
13.366353	0.050334	7.000000	nontarget	11.000000	na
13.416687	0.049523	7.000000	nontarget	12.000000	13.427988
13.466209	0.050365	7.000000	nontarget	13.000000	na
