onset	duration	trial_number	event	accuracy	response_time
8.016750	4.220181	1.000000	stimulus	incorrect	4.210341
12.236931	5.779152	1.000000	fixation	na	na
18.016082	3.760327	2.000000	stimulus	correct	3.746083
21.776409	6.240129	2.000000	fixation	na	na
28.016538	2.621541	3.000000	stimulus	correct	2.605749
30.638079	7.377822	3.000000	fixation	na	na
38.015901	3.354898	4.000000	stimulus	correct	3.339982
41.370799	6.645728	4.000000	fixation	na	na
48.016527	3.629282	5.000000	stimulus	correct	3.615331
51.645809	6.370052	5.000000	fixation	na	na
58.015861	5.169188	6.000000	stimulus	incorrect	5.158392
63.185049	4.830181	6.000000	fixation	na	na
68.015230	4.305129	7.000000	stimulus	correct	4.291131
72.320359	5.695319	7.000000	fixation	na	na
78.015678	3.805577	8.000000	stimulus	correct	3.789177
81.821255	6.193741	8.000000	fixation	na	na
88.014996	6.132467	9.000000	stimulus	correct	6.118584
94.147463	3.868021	9.000000	fixation	na	na
98.015485	3.565635	10.000000	stimulus	correct	3.551743
101.581120	6.433702	10.000000	fixation	na	na
108.014822	4.771468	11.000000	stimulus	correct	4.756307
112.786290	5.229010	11.000000	fixation	na	na
118.015300	5.511895	12.000000	stimulus	correct	5.499861
123.527195	4.487437	12.000000	fixation	na	na
128.014632	4.372395	13.000000	stimulus	correct	4.357970
132.387027	5.628114	13.000000	fixation	na	na
138.015141	4.487556	14.000000	stimulus	incorrect	4.472293
142.502697	5.511757	14.000000	fixation	na	na
148.014454	6.427425	15.000000	stimulus	incorrect	6.411943
154.441879	3.573157	15.000000	fixation	na	na
158.015037	3.822522	16.000000	stimulus	correct	3.810758
161.837559	6.176858	16.000000	fixation	na	na
168.014417	4.981903	17.000000	stimulus	correct	4.968718
172.996320	5.017363	17.000000	fixation	na	na
178.013683	6.061492	18.000000	stimulus	incorrect	6.054498
184.075175	3.938786	18.000000	fixation	na	na
188.013961	4.988981	19.000000	stimulus	incorrect	4.975136
193.002942	5.004289	19.000000	fixation	na	na
198.007230	4.651613	20.000000	stimulus	correct	4.635855
202.658843	5.348716	20.000000	fixation	na	na
208.007559	6.517088	21.000000	stimulus	incorrect	6.500716
214.524647	3.482967	21.000000	fixation	na	na
218.007614	5.994206	22.000000	stimulus	incorrect	5.983705
224.001819	4.005742	22.000000	fixation	na	na
228.007561	6.346279	23.000000	stimulus	incorrect	6.332541
234.353839	3.653638	23.000000	fixation	na	na
238.007477	6.586687	24.000000	stimulus	correct	6.572873
244.594165	3.413392	24.000000	fixation	na	na
248.007557	7.900099	25.000000	stimulus	incorrect	7.883900
255.907656	2.099916	25.000000	fixation	na	na
258.007572	7.688022	26.000000	stimulus	incorrect	7.675430
265.695594	2.311981	26.000000	fixation	na	na
268.007575	4.393825	27.000000	stimulus	incorrect	4.380981
272.401400	5.606169	27.000000	fixation	na	na
278.007569	5.167492	28.000000	stimulus	correct	5.151931
283.175062	4.832510	28.000000	fixation	na	na
288.007571	3.650826	29.000000	stimulus	correct	3.635399
291.658397	6.349201	29.000000	fixation	na	na
298.007598	3.904757	30.000000	stimulus	incorrect	3.890391
301.912355	6.095241	30.000000	fixation	na	na
308.007595	4.391759	31.000000	stimulus	incorrect	4.380651
312.399355	5.608206	31.000000	fixation	na	na
318.007561	6.554521	32.000000	stimulus	incorrect	6.539647
324.562082	3.445481	32.000000	fixation	na	na
328.007563	3.034649	33.000000	stimulus	correct	3.027802
331.042212	6.965173	33.000000	fixation	na	na
338.007385	5.805885	34.000000	stimulus	correct	5.793181
343.813270	4.194260	34.000000	fixation	na	na
348.007530	3.370451	35.000000	stimulus	correct	3.355321
351.377981	6.629574	35.000000	fixation	na	na
358.007554	3.656026	36.000000	stimulus	correct	3.640937
361.663580	0.717540	36.000000	fixation	na	na
