onset	duration	block_type	trial_number	trial_type	event	response_time
8.013067	1.500468	high_loss	1.000000	incorrect	?	0.939416
9.513535	0.499350	high_loss	1.000000	incorrect	number	na
10.012884	0.490216	high_loss	1.000000	incorrect	feedback_arrow	na
10.503100	0.993809	high_loss	1.000000	incorrect	fixation	na
11.496909	1.502645	high_loss	2.000000	correct	?	 NaN
12.999555	0.496805	high_loss	2.000000	correct	number	na
13.496360	0.489947	high_loss	2.000000	correct	feedback_arrow	na
13.986307	0.993763	high_loss	2.000000	correct	fixation	na
14.980070	1.500467	high_loss	3.000000	incorrect	?	0.727907
16.480537	0.499783	high_loss	3.000000	incorrect	number	na
16.980320	0.489052	high_loss	3.000000	incorrect	feedback_arrow	na
17.469372	0.994310	high_loss	3.000000	incorrect	fixation	na
18.463682	1.499301	high_loss	4.000000	incorrect	?	0.566988
19.962983	0.488918	high_loss	4.000000	incorrect	number	na
20.451900	0.494576	high_loss	4.000000	incorrect	feedback_arrow	na
20.946476	0.989254	high_loss	4.000000	incorrect	fixation	na
21.935730	1.494073	high_loss	5.000000	correct	?	0.480071
23.429803	0.488849	high_loss	5.000000	correct	number	na
23.918652	0.494561	high_loss	5.000000	correct	feedback_arrow	na
24.413213	0.989267	high_loss	5.000000	correct	fixation	na
25.402481	1.494051	high_loss	6.000000	incorrect	?	0.483061
26.896531	0.488943	high_loss	6.000000	incorrect	number	na
27.385474	0.494590	high_loss	6.000000	incorrect	feedback_arrow	na
27.880064	0.989287	high_loss	6.000000	incorrect	fixation	na
28.869351	1.494040	high_loss	7.000000	incorrect	?	0.654765
30.363390	0.488931	high_loss	7.000000	incorrect	number	na
30.852322	0.494464	high_loss	7.000000	incorrect	feedback_arrow	na
31.346786	1.000133	high_loss	7.000000	incorrect	fixation	na
32.346919	1.500266	high_loss	8.000000	correct	?	0.571216
33.847185	0.499797	high_loss	8.000000	correct	number	na
34.346982	0.500023	high_loss	8.000000	correct	feedback_arrow	na
34.847004	1.000094	high_loss	8.000000	correct	fixation	na
35.847099	1.499192	high_loss	9.000000	incorrect	?	0.373591
37.346291	0.488912	high_loss	9.000000	incorrect	number	na
37.835203	0.494568	high_loss	9.000000	incorrect	feedback_arrow	na
38.329771	0.989260	high_loss	9.000000	incorrect	fixation	na
39.319031	1.494029	high_loss	10.000000	incorrect	?	0.393227
40.813060	0.488975	high_loss	10.000000	incorrect	number	na
41.302035	0.494519	high_loss	10.000000	incorrect	feedback_arrow	na
41.796554	2.000518	high_loss	10.000000	incorrect	fixation	na
43.797072	1.499330	high_win	11.000000	correct	?	0.407311
45.296403	0.488933	high_win	11.000000	correct	number	na
45.785335	0.494591	high_win	11.000000	correct	feedback_arrow	na
46.279927	1.000304	high_win	11.000000	correct	fixation	na
47.280231	1.500228	high_win	12.000000	correct	?	0.702542
48.780458	0.499786	high_win	12.000000	correct	number	na
49.280245	0.499825	high_win	12.000000	correct	feedback_arrow	na
