onset	duration	event	trial_number	trial_type	requested_SOA	actual_SOA	accuracy	resp1	resp2	rt1	rt2
8.014566	0.502000	fixation	1.000000	na	na	na	na	na	na	na	na
8.516566	1.498000	stimulus	1.000000	signal	0.650000	0.650000	signal_respond	left	no_response	0.512000	0.000000
10.014566	0.501000	fixation	2.000000	na	na	na	na	na	na	na	na
10.515566	1.499000	stimulus	2.000000	signal	0.600000	0.600000	correct	no_response	no_response	0.000000	0.000000
12.014566	0.501000	fixation	3.000000	na	na	na	na	na	na	na	na
12.515566	1.499000	stimulus	3.000000	no_signal	0.000000	0.000000	correct	right	no_response	0.915000	0.000000
14.014566	0.501000	fixation	4.000000	na	na	na	na	na	na	na	na
14.515566	1.499000	stimulus	4.000000	no_signal	0.000000	0.000000	correct	right	no_response	0.911000	0.000000
16.014566	0.501000	fixation	5.000000	na	na	na	na	na	na	na	na
16.515566	1.498000	stimulus	5.000000	no_signal	0.000000	0.000000	correct	left	no_response	0.880000	0.000000
18.013566	0.502000	fixation	6.000000	na	na	na	na	na	na	na	na
18.515566	1.498000	stimulus	6.000000	no_signal	0.000000	0.000000	correct	left	no_response	0.950000	0.000000
20.013566	0.502000	fixation	7.000000	na	na	na	na	na	na	na	na
20.515566	1.498000	stimulus	7.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.130000	0.000000
22.013566	0.502000	fixation	8.000000	na	na	na	na	na	na	na	na
22.515566	1.498000	stimulus	8.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.035000	0.000000
24.013566	0.502000	fixation	9.000000	na	na	na	na	na	na	na	na
24.515566	1.498000	stimulus	9.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.150000	0.000000
26.013566	0.502000	fixation	10.000000	na	na	na	na	na	na	na	na
26.515566	1.498000	stimulus	10.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.277000	0.000000
28.013566	0.501000	fixation	11.000000	na	na	na	na	na	na	na	na
28.514566	1.499000	stimulus	11.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.318000	0.000000
30.013566	0.501000	fixation	12.000000	na	na	na	na	na	na	na	na
30.514566	1.499000	stimulus	12.000000	signal	0.650000	0.650000	correct	no_response	no_response	0.000000	0.000000
32.013566	0.501000	fixation	13.000000	na	na	na	na	na	na	na	na
32.514566	1.499000	stimulus	13.000000	no_signal	0.000000	0.000000	correct	right	no_response	0.767000	0.000000
34.013566	0.501000	fixation	14.000000	na	na	na	na	na	na	na	na
34.514566	1.498000	stimulus	14.000000	signal	0.700000	0.700000	correct	no_response	no_response	0.000000	0.000000
36.012566	0.502000	fixation	15.000000	na	na	na	na	na	na	na	na
36.514566	1.498000	stimulus	15.000000	no_signal	0.000000	0.000000	correct	left	no_response	0.748000	0.000000
38.012566	0.502000	fixation	16.000000	na	na	na	na	na	na	na	na
38.514566	1.498000	stimulus	16.000000	no_signal	0.000000	0.000000	correct	left	no_response	0.839000	0.000000
40.012566	0.502000	fixation	17.000000	na	na	na	na	na	na	na	na
40.514566	1.498000	stimulus	17.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.361000	0.000000
42.012566	0.502000	fixation	18.000000	na	na	na	na	na	na	na	na
42.514566	1.498000	stimulus	18.000000	no_signal	0.000000	0.000000	correct	left	no_response	0.511000	0.000000
44.012566	0.501000	fixation	19.000000	na	na	na	na	na	na	na	na
44.513566	1.499000	stimulus	19.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.106000	0.000000
46.012566	0.501000	fixation	20.000000	na	na	na	na	na	na	na	na
46.513566	1.499000	stimulus	20.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.051000	0.000000
48.012566	0.501000	fixation	21.000000	na	na	na	na	na	na	na	na
48.513566	1.499000	stimulus	21.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.211000	0.000000
50.012566	0.501000	fixation	22.000000	na	na	na	na	na	na	na	na
50.513566	1.498000	stimulus	22.000000	no_signal	0.000000	0.000000	not_quick_enough	no_response	no_response	0.000000	0.000000
52.011566	0.502000	fixation	23.000000	na	na	na	na	na	na	na	na
52.513566	1.498000	stimulus	23.000000	no_signal	0.000000	0.000000	correct	left	no_response	0.446000	0.000000
54.011566	0.502000	fixation	24.000000	na	na	na	na	na	na	na	na
54.513566	1.498000	stimulus	24.000000	no_signal	0.000000	0.000000	correct	right	no_response	0.576000	0.000000
56.011566	0.502000	fixation	25.000000	na	na	na	na	na	na	na	na
56.513566	1.498000	stimulus	25.000000	signal	0.750000	0.750000	signal_respond	left	no_response	0.754000	0.000000
58.011566	0.502000	fixation	26.000000	na	na	na	na	na	na	na	na
58.513566	1.498000	stimulus	26.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.042000	0.000000
60.011566	0.501000	fixation	27.000000	na	na	na	na	na	na	na	na
60.512566	1.499000	stimulus	27.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.125000	0.000000
62.011566	0.501000	fixation	28.000000	na	na	na	na	na	na	na	na
62.512566	1.499000	stimulus	28.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.127000	0.000000
64.011566	0.501000	fixation	29.000000	na	na	na	na	na	na	na	na
64.512566	1.499000	stimulus	29.000000	signal	0.700000	0.700000	signal_respond	right	no_response	1.012000	0.000000
66.011566	0.501000	fixation	30.000000	na	na	na	na	na	na	na	na
66.512566	1.498000	stimulus	30.000000	signal	0.650000	0.650000	signal_respond	right	no_response	0.675000	0.000000
68.010566	0.502000	fixation	31.000000	na	na	na	na	na	na	na	na
68.512566	1.498000	stimulus	31.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.171000	0.000000
70.010566	0.502000	fixation	32.000000	na	na	na	na	na	na	na	na
70.512566	1.498000	stimulus	32.000000	no_signal	0.000000	0.000000	correct	left	no_response	1.251000	0.000000
72.010566	0.502000	fixation	33.000000	na	na	na	na	na	na	na	na
72.512566	1.498000	stimulus	33.000000	signal	0.600000	0.600000	correct	no_response	no_response	0.000000	0.000000
74.010566	0.502000	fixation	34.000000	na	na	na	na	na	na	na	na
74.512566	1.498000	stimulus	34.000000	signal	0.650000	0.650000	signal_respond	right	no_response	0.864000	0.000000
76.010566	0.501000	fixation	35.000000	na	na	na	na	na	na	na	na
76.511566	1.499000	stimulus	35.000000	no_signal	0.000000	0.000000	correct	right	no_response	1.131000	0.000000
78.010566	0.501000	fixation	36.000000	na	na	na	na	na	na	na	na
