onset	duration	trial_number	event	accuracy	response_time
8.032844	3.566364	1.000000	stimulus	correct	3.549452
11.599208	6.433030	1.000000	fixation	na	na
18.032238	6.082840	2.000000	stimulus	correct	6.065575
24.115077	3.916548	2.000000	fixation	na	na
28.031625	6.149512	3.000000	stimulus	correct	6.129362
34.181137	3.849868	3.000000	fixation	na	na
38.031004	4.632944	4.000000	stimulus	incorrect	4.615984
42.663948	5.366445	4.000000	fixation	na	na
48.030393	4.599633	5.000000	stimulus	correct	4.591369
52.630026	5.399752	5.000000	fixation	na	na
58.029777	3.999670	6.000000	stimulus	correct	3.990012
62.029447	5.999716	6.000000	fixation	na	na
68.029163	5.816184	7.000000	stimulus	correct	5.802837
73.845346	4.183201	7.000000	fixation	na	na
78.028547	8.516039	8.000000	stimulus	incorrect	8.499952
86.544585	1.483349	8.000000	fixation	na	na
88.027934	1.766452	9.000000	stimulus	correct	1.753513
89.794387	8.232934	9.000000	fixation	na	na
98.027321	1.533108	10.000000	stimulus	correct	1.511977
99.560429	8.466281	10.000000	fixation	na	na
108.026710	5.149574	11.000000	stimulus	correct	5.129422
113.176284	4.849810	11.000000	fixation	na	na
118.026095	4.449616	12.000000	stimulus	correct	4.428837
122.475710	5.549786	12.000000	fixation	na	na
128.025497	3.766313	13.000000	stimulus	correct	3.754438
131.791809	6.233039	13.000000	fixation	na	na
138.024848	3.166364	14.000000	stimulus	correct	3.153409
141.191212	6.833051	14.000000	fixation	na	na
148.024263	5.616243	15.000000	stimulus	correct	5.604241
153.640506	4.383144	15.000000	fixation	na	na
158.023650	5.999516	16.000000	stimulus	correct	5.982812
164.023166	3.999866	16.000000	fixation	na	na
168.023032	2.466405	17.000000	stimulus	correct	2.450421
170.489437	7.533000	17.000000	fixation	na	na
178.022437	3.582984	18.000000	stimulus	correct	3.560869
181.605422	6.416384	18.000000	fixation	na	na
188.021806	2.633065	19.000000	stimulus	correct	2.623427
190.654871	7.366323	19.000000	fixation	na	na
198.021194	3.949657	20.000000	stimulus	correct	3.925755
201.970851	6.049735	20.000000	fixation	na	na
208.020586	4.732931	21.000000	stimulus	correct	4.710236
212.753517	5.266455	21.000000	fixation	na	na
218.019973	4.666254	22.000000	stimulus	correct	4.650047
222.686226	5.333135	22.000000	fixation	na	na
228.019362	6.216178	23.000000	stimulus	correct	6.195285
234.235539	3.783211	23.000000	fixation	na	na
238.018750	4.616277	24.000000	stimulus	correct	4.600669
242.635027	5.383114	24.000000	fixation	na	na
248.018141	5.416229	25.000000	stimulus	correct	5.399311
253.434371	4.583158	25.000000	fixation	na	na
258.017529	5.499559	26.000000	stimulus	incorrect	5.490808
263.517089	4.499831	26.000000	fixation	na	na
268.016920	5.116227	27.000000	stimulus	correct	5.104731
273.133147	4.883162	27.000000	fixation	na	na
278.016309	4.432934	28.000000	stimulus	correct	4.412158
282.449243	5.566458	28.000000	fixation	na	na
288.015701	3.666314	29.000000	stimulus	correct	3.648755
291.682015	6.333077	29.000000	fixation	na	na
298.015091	4.549616	30.000000	stimulus	correct	4.529625
302.564707	5.449773	30.000000	fixation	na	na
308.014480	4.432979	31.000000	stimulus	incorrect	4.422108
312.447459	5.566413	31.000000	fixation	na	na
318.013872	4.149645	32.000000	stimulus	incorrect	4.125674
322.163517	5.849752	32.000000	fixation	na	na
328.013270	4.732912	33.000000	stimulus	correct	4.712745
332.746182	5.266479	33.000000	fixation	na	na
338.012661	2.366407	34.000000	stimulus	correct	2.349686
340.379068	7.632984	34.000000	fixation	na	na
348.012052	3.299686	35.000000	stimulus	correct	3.290201
351.311738	6.699700	35.000000	fixation	na	na
358.011438	5.699545	36.000000	stimulus	incorrect	5.684687
363.710983	0.715970	36.000000	fixation	na	na
