onset	duration	trial_number	event	accuracy	response_time
8.032744	3.716443	1.000000	stimulus	incorrect	3.703464
11.749188	6.266398	1.000000	fixation	na	na
18.015586	3.499699	2.000000	stimulus	correct	3.486431
21.515285	6.483040	2.000000	fixation	na	na
27.998325	3.333010	3.000000	stimulus	correct	3.323516
31.331335	6.666276	3.000000	fixation	na	na
37.997611	3.383119	4.000000	stimulus	correct	3.365147
41.380730	6.599708	4.000000	fixation	na	na
47.980438	2.299753	5.000000	stimulus	correct	2.289196
50.280191	7.699539	5.000000	fixation	na	na
57.979731	2.966479	6.000000	stimulus	correct	2.944772
60.946209	7.016354	6.000000	fixation	na	na
67.962563	1.833115	7.000000	stimulus	correct	1.821977
69.795678	8.166277	7.000000	fixation	na	na
77.961954	4.866268	8.000000	stimulus	correct	4.856333
82.828222	5.133124	8.000000	fixation	na	na
87.961346	2.399751	9.000000	stimulus	correct	2.379944
90.361098	7.599644	9.000000	fixation	na	na
97.960742	5.682895	10.000000	stimulus	correct	5.674206
103.643637	4.316403	10.000000	fixation	na	na
107.960040	3.416453	11.000000	stimulus	correct	3.404794
111.376493	6.566377	11.000000	fixation	na	na
117.942870	3.366354	12.000000	stimulus	correct	3.354861
121.309224	6.633035	12.000000	fixation	na	na
127.942259	3.199704	13.000000	stimulus	correct	3.188410
131.141963	6.799691	13.000000	fixation	na	na
137.941654	3.799664	14.000000	stimulus	correct	3.777884
141.741318	6.199728	14.000000	fixation	na	na
147.941046	3.116377	15.000000	stimulus	correct	3.108350
151.057423	6.866361	15.000000	fixation	na	na
157.923783	6.499515	16.000000	stimulus	correct	6.489787
164.423299	3.499870	16.000000	fixation	na	na
167.923169	6.682828	17.000000	stimulus	incorrect	6.673010
174.605997	3.299918	17.000000	fixation	na	na
177.905915	3.949625	18.000000	stimulus	correct	3.933276
181.855540	6.049661	18.000000	fixation	na	na
187.905202	4.216399	19.000000	stimulus	incorrect	4.204658
192.121601	5.766427	19.000000	fixation	na	na
197.888028	4.066311	20.000000	stimulus	correct	4.053814
201.954339	5.932982	20.000000	fixation	na	na
207.887321	3.216481	21.000000	stimulus	incorrect	3.202459
211.103802	6.766349	21.000000	fixation	na	na
217.870151	4.182981	22.000000	stimulus	correct	4.172336
222.053132	5.816310	22.000000	fixation	na	na
227.869442	3.049841	23.000000	stimulus	correct	3.029253
230.919283	6.932988	23.000000	fixation	na	na
237.852271	5.082918	24.000000	stimulus	correct	5.073030
242.935189	4.916473	24.000000	fixation	na	na
247.851662	4.099645	25.000000	stimulus	correct	4.084652
251.951307	5.899748	25.000000	fixation	na	na
257.851055	4.966259	26.000000	stimulus	correct	4.952981
262.817314	5.033133	26.000000	fixation	na	na
267.850447	3.399691	27.000000	stimulus	correct	3.383479
271.250138	6.599678	27.000000	fixation	na	na
277.849816	3.416381	28.000000	stimulus	correct	3.405996
281.266198	6.566374	28.000000	fixation	na	na
287.832572	2.566385	29.000000	stimulus	correct	2.553125
290.398957	7.433005	29.000000	fixation	na	na
297.831962	3.699671	30.000000	stimulus	correct	3.685548
301.531633	6.299719	30.000000	fixation	na	na
307.831353	6.332846	31.000000	stimulus	incorrect	6.311111
314.164199	3.649895	31.000000	fixation	na	na
317.814093	4.966254	32.000000	stimulus	incorrect	4.951276
322.780347	5.033129	32.000000	fixation	na	na
327.813476	3.183016	33.000000	stimulus	correct	3.168107
330.996493	6.816287	33.000000	fixation	na	na
337.812779	3.783091	34.000000	stimulus	correct	3.765404
341.595871	6.199731	34.000000	fixation	na	na
347.795601	2.116412	35.000000	stimulus	correct	2.104699
349.912014	7.866314	35.000000	fixation	na	na
357.778328	2.233096	36.000000	stimulus	correct	2.210775
360.011424	0.716264	36.000000	fixation	na	na
