onset	duration	trial_number	event	accuracy	response_time
8.015847	4.750110	1.000000	stimulus	correct	4.738876
12.765958	5.249921	1.000000	fixation	na	na
18.015879	4.489727	2.000000	stimulus	correct	4.478572
22.505606	5.510321	2.000000	fixation	na	na
28.015927	2.490169	3.000000	stimulus	correct	2.484613
30.506097	7.509973	3.000000	fixation	na	na
38.016070	4.833172	4.000000	stimulus	correct	4.819036
42.849242	5.165794	4.000000	fixation	na	na
48.015036	4.008027	5.000000	stimulus	correct	3.997529
52.023063	5.992031	5.000000	fixation	na	na
58.015094	4.216904	6.000000	stimulus	correct	4.204339
62.231998	5.783166	6.000000	fixation	na	na
68.015164	3.891497	7.000000	stimulus	correct	3.882909
71.906662	6.108576	7.000000	fixation	na	na
78.015238	4.533367	8.000000	stimulus	correct	4.520484
82.548605	5.466749	8.000000	fixation	na	na
88.015353	4.174397	9.000000	stimulus	correct	4.160712
92.189750	5.825818	9.000000	fixation	na	na
98.015568	4.640633	10.000000	stimulus	correct	4.632033
102.656202	5.358321	10.000000	fixation	na	na
108.014523	4.625206	11.000000	stimulus	incorrect	4.613935
112.639729	5.374691	11.000000	fixation	na	na
118.014419	3.132565	12.000000	stimulus	correct	3.125067
121.146984	6.867531	12.000000	fixation	na	na
128.014515	5.291991	13.000000	stimulus	correct	5.278272
133.306506	4.708060	13.000000	fixation	na	na
138.014567	3.733155	14.000000	stimulus	incorrect	3.720575
141.747722	6.267041	14.000000	fixation	na	na
148.014763	4.308333	15.000000	stimulus	incorrect	4.296011
152.323096	5.691155	15.000000	fixation	na	na
158.014251	4.791692	16.000000	stimulus	correct	4.780559
162.805943	5.208516	16.000000	fixation	na	na
168.014459	2.958127	17.000000	stimulus	correct	2.948186
170.972585	7.040815	17.000000	fixation	na	na
178.013400	4.916125	18.000000	stimulus	correct	4.909624
182.929526	5.083864	18.000000	fixation	na	na
188.013390	4.075743	19.000000	stimulus	correct	4.069135
192.089133	5.924250	19.000000	fixation	na	na
198.013383	3.826074	20.000000	stimulus	correct	3.819541
201.839457	6.173957	20.000000	fixation	na	na
208.013414	2.859331	21.000000	stimulus	correct	2.853791
210.872745	7.140530	21.000000	fixation	na	na
218.013275	3.592449	22.000000	stimulus	correct	3.580228
221.605724	6.407550	22.000000	fixation	na	na
228.013274	4.843263	23.000000	stimulus	correct	4.828399
232.856537	5.156712	23.000000	fixation	na	na
238.013249	3.409358	24.000000	stimulus	correct	3.400816
241.422607	6.590789	24.000000	fixation	na	na
248.013396	3.159401	25.000000	stimulus	correct	3.149405
251.172796	6.839394	25.000000	fixation	na	na
258.012190	3.226797	26.000000	stimulus	incorrect	3.216818
261.238987	6.773224	26.000000	fixation	na	na
268.012211	2.616640	27.000000	stimulus	correct	2.605439
270.628851	7.383371	27.000000	fixation	na	na
278.012221	3.393113	28.000000	stimulus	correct	3.386526
281.405335	6.606941	28.000000	fixation	na	na
288.012276	4.944164	29.000000	stimulus	incorrect	4.933064
292.956439	5.055922	29.000000	fixation	na	na
298.012361	3.977447	30.000000	stimulus	correct	3.964549
301.989808	6.022689	30.000000	fixation	na	na
308.012496	2.865500	31.000000	stimulus	correct	2.856650
310.877996	7.133387	31.000000	fixation	na	na
318.011383	6.327969	32.000000	stimulus	incorrect	6.321319
324.339352	3.666213	32.000000	fixation	na	na
328.005565	4.450913	33.000000	stimulus	correct	4.438202
332.456478	5.549497	33.000000	fixation	na	na
338.005974	3.999888	34.000000	stimulus	correct	3.994491
342.005862	6.000148	34.000000	fixation	na	na
348.006010	3.983072	35.000000	stimulus	correct	3.970167
351.989082	6.016898	35.000000	fixation	na	na
358.005980	4.583842	36.000000	stimulus	correct	4.570687
362.589821	0.717538	36.000000	fixation	na	na
