onset	duration	trial_number	event	accuracy	response_time
8.014033	4.782790	1.000000	stimulus	correct	4.766036
12.796823	5.204910	1.000000	fixation	na	na
18.001733	5.195122	2.000000	stimulus	incorrect	5.180367
23.196854	4.801243	2.000000	fixation	na	na
27.998097	2.465638	3.000000	stimulus	correct	2.450650
30.463735	7.533502	3.000000	fixation	na	na
37.997237	4.233364	4.000000	stimulus	correct	4.224295
42.230601	5.766858	4.000000	fixation	na	na
47.997459	3.204091	5.000000	stimulus	correct	3.195103
51.201550	6.796124	5.000000	fixation	na	na
57.997674	4.753515	6.000000	stimulus	incorrect	4.745054
62.751189	5.245401	6.000000	fixation	na	na
67.996591	5.469039	7.000000	stimulus	correct	5.460719
73.465630	4.531854	7.000000	fixation	na	na
77.997484	5.000237	8.000000	stimulus	correct	4.978748
82.997721	4.999567	8.000000	fixation	na	na
87.997287	8.282214	9.000000	stimulus	incorrect	8.265433
96.279501	1.717041	9.000000	fixation	na	na
97.996543	2.482420	10.000000	stimulus	correct	2.470960
100.478963	7.517401	10.000000	fixation	na	na
107.996363	3.066693	11.000000	stimulus	correct	3.056208
111.063057	6.931250	11.000000	fixation	na	na
117.994307	3.867112	12.000000	stimulus	incorrect	3.856739
121.861418	6.132835	12.000000	fixation	na	na
127.994254	3.818932	13.000000	stimulus	correct	3.810017
131.813185	6.179699	13.000000	fixation	na	na
137.992885	4.133137	14.000000	stimulus	correct	4.116817
142.126022	5.867128	14.000000	fixation	na	na
147.993151	3.532250	15.000000	stimulus	correct	3.514803
151.525400	6.466298	15.000000	fixation	na	na
157.991699	4.633338	16.000000	stimulus	incorrect	4.622346
162.625036	5.366017	16.000000	fixation	na	na
167.991053	3.052215	17.000000	stimulus	correct	3.042815
171.043268	6.947736	17.000000	fixation	na	na
177.991005	4.767610	18.000000	stimulus	incorrect	4.759134
182.758615	5.232094	18.000000	fixation	na	na
187.990709	4.682585	19.000000	stimulus	incorrect	4.670110
192.673294	5.315853	19.000000	fixation	na	na
197.989147	4.399926	20.000000	stimulus	correct	4.386789
202.389073	5.589035	20.000000	fixation	na	na
207.978108	6.483582	21.000000	stimulus	correct	6.476382
214.461690	3.510091	21.000000	fixation	na	na
217.971781	2.691823	22.000000	stimulus	correct	2.682417
220.663604	7.297316	22.000000	fixation	na	na
227.960920	4.102221	23.000000	stimulus	correct	4.093138
232.063141	5.890365	23.000000	fixation	na	na
237.953506	3.192088	24.000000	stimulus	correct	3.182506
241.145594	6.798427	24.000000	fixation	na	na
247.944021	5.958506	25.000000	stimulus	incorrect	5.948978
253.902527	4.033734	25.000000	fixation	na	na
257.936261	4.265954	26.000000	stimulus	correct	4.256854
262.202215	5.724278	26.000000	fixation	na	na
267.926493	4.982888	27.000000	stimulus	incorrect	4.971594
272.909381	5.008440	27.000000	fixation	na	na
277.917820	3.482959	28.000000	stimulus	correct	3.471918
281.400780	6.509617	28.000000	fixation	na	na
287.910396	3.315373	29.000000	stimulus	correct	3.304395
291.225769	6.675034	29.000000	fixation	na	na
297.900803	4.066052	30.000000	stimulus	correct	4.059744
301.966856	5.926662	30.000000	fixation	na	na
307.893518	5.024007	31.000000	stimulus	incorrect	5.015118
312.917524	4.964010	31.000000	fixation	na	na
317.881534	4.360774	32.000000	stimulus	correct	4.352580
322.242308	5.633878	32.000000	fixation	na	na
327.876186	3.432921	33.000000	stimulus	correct	3.423255
331.309107	6.555016	33.000000	fixation	na	na
337.864124	3.034780	34.000000	stimulus	correct	3.025832
340.898903	6.960003	34.000000	fixation	na	na
347.858906	4.749441	35.000000	stimulus	correct	4.736149
352.608347	5.250421	35.000000	fixation	na	na
357.858768	4.169687	36.000000	stimulus	correct	4.161806
362.028456	0.719273	36.000000	fixation	na	na
