onset	duration	trial_number	event	accuracy	response_time
8.015788	3.706224	1.000000	stimulus	incorrect	3.696108
11.722011	6.294183	1.000000	fixation	na	na
18.016194	3.249912	2.000000	stimulus	correct	3.237547
21.266106	6.749582	2.000000	fixation	na	na
28.015687	3.804553	3.000000	stimulus	correct	3.799531
31.820240	6.195813	3.000000	fixation	na	na
38.016053	4.999714	4.000000	stimulus	correct	4.992444
43.015766	4.999719	4.000000	fixation	na	na
48.015485	3.982556	5.000000	stimulus	correct	3.976901
51.998041	6.017599	5.000000	fixation	na	na
58.015640	2.183204	6.000000	stimulus	correct	2.170931
60.198844	7.816439	6.000000	fixation	na	na
68.015283	5.315847	7.000000	stimulus	correct	5.309821
73.331130	4.683514	7.000000	fixation	na	na
78.014644	3.633875	8.000000	stimulus	correct	3.616451
81.648519	6.366661	8.000000	fixation	na	na
88.015180	5.516532	9.000000	stimulus	incorrect	5.504107
93.531712	4.483723	9.000000	fixation	na	na
98.015434	3.548480	10.000000	stimulus	incorrect	3.542671
101.563914	6.451462	10.000000	fixation	na	na
108.015376	4.332217	11.000000	stimulus	incorrect	4.327528
112.347593	5.666675	11.000000	fixation	na	na
118.014268	4.333731	12.000000	stimulus	correct	4.316757
122.348000	5.666806	12.000000	fixation	na	na
128.014806	2.382624	13.000000	stimulus	correct	2.378691
130.397430	7.616827	13.000000	fixation	na	na
138.014256	3.465630	14.000000	stimulus	correct	3.454270
141.479887	6.533579	14.000000	fixation	na	na
148.013465	3.900004	15.000000	stimulus	correct	3.881774
151.913469	6.099111	15.000000	fixation	na	na
158.012580	5.017101	16.000000	stimulus	correct	5.013335
163.029682	4.982887	16.000000	fixation	na	na
168.012569	2.866368	17.000000	stimulus	correct	2.861468
170.878937	7.133260	17.000000	fixation	na	na
178.012197	3.983853	18.000000	stimulus	correct	3.979974
181.996049	6.015576	18.000000	fixation	na	na
188.011625	4.932463	19.000000	stimulus	correct	4.923933
192.944088	5.066500	19.000000	fixation	na	na
198.010588	2.433154	20.000000	stimulus	correct	2.415684
200.443742	7.565849	20.000000	fixation	na	na
208.009592	4.969776	21.000000	stimulus	correct	4.963776
212.979368	5.030004	21.000000	fixation	na	na
218.009372	4.487235	22.000000	stimulus	correct	4.479870
222.496607	5.512099	22.000000	fixation	na	na
228.008705	4.199611	23.000000	stimulus	correct	4.188613
232.208317	5.799811	23.000000	fixation	na	na
238.008127	3.538119	24.000000	stimulus	correct	3.530977
241.546246	6.460820	24.000000	fixation	na	na
248.007066	3.999695	25.000000	stimulus	correct	3.991290
252.006761	5.999864	25.000000	fixation	na	na
258.006625	3.566136	26.000000	stimulus	correct	3.562412
261.572761	6.433754	26.000000	fixation	na	na
268.006515	4.282583	27.000000	stimulus	correct	4.272576
272.289098	5.716033	27.000000	fixation	na	na
278.005131	3.832601	28.000000	stimulus	incorrect	3.821956
281.837732	6.167395	28.000000	fixation	na	na
288.005127	4.090129	29.000000	stimulus	correct	4.082811
292.095256	5.908158	29.000000	fixation	na	na
298.003414	3.842044	30.000000	stimulus	correct	3.832174
301.845458	6.157306	30.000000	fixation	na	na
308.002764	4.425000	31.000000	stimulus	correct	4.421146
312.427765	5.574434	31.000000	fixation	na	na
318.002199	3.276362	32.000000	stimulus	correct	3.270001
321.278561	6.723401	32.000000	fixation	na	na
328.001962	3.850059	33.000000	stimulus	correct	3.840452
331.852021	6.149530	33.000000	fixation	na	na
338.001551	3.393580	34.000000	stimulus	correct	3.382946
341.395131	6.605890	34.000000	fixation	na	na
348.001021	2.960380	35.000000	stimulus	correct	2.946969
350.961401	7.039147	35.000000	fixation	na	na
358.000548	5.210173	36.000000	stimulus	correct	5.203562
363.210721	0.719423	36.000000	fixation	na	na
