onset	duration	trial_number	stim_type	trial_type	accuracy	response_time
13.032514	1.000031	1.000000	face	nontarget	correct	0.695214
14.032544	0.998966	1.000000	fixation	nontarget	na	na
15.031510	1.000770	2.000000	face	nontarget	correct	0.539812
16.032280	1.000010	2.000000	fixation	nontarget	na	na
17.032290	0.999339	3.000000	face	target	correct	 NaN
18.031630	1.000223	3.000000	fixation	target	na	na
19.031853	0.999398	4.000000	face	nontarget	correct	0.460440
20.031251	1.000633	4.000000	fixation	nontarget	na	na
21.031884	0.999330	5.000000	face	nontarget	correct	0.483126
22.031214	0.999576	5.000000	fixation	nontarget	na	na
23.030791	0.987141	6.000000	face	nontarget	correct	0.503656
24.017932	0.996696	6.000000	fixation	nontarget	na	na
25.014627	0.999210	7.000000	face	nontarget	correct	0.538020
26.013838	0.987034	7.000000	fixation	nontarget	na	na
27.000872	0.997411	8.000000	face	nontarget	correct	0.540430
27.998282	0.998959	8.000000	fixation	nontarget	na	na
28.997242	0.987078	9.000000	face	nontarget	correct	0.579852
29.984320	0.996973	9.000000	fixation	nontarget	na	na
30.981293	0.999918	10.000000	face	nontarget	correct	0.622461
31.981211	0.999815	10.000000	fixation	nontarget	na	na
32.981026	0.999982	11.000000	face	nontarget	correct	0.648792
33.981008	1.000018	11.000000	fixation	nontarget	na	na
34.981026	0.999910	12.000000	face	nontarget	correct	0.481536
35.980936	0.999948	12.000000	fixation	nontarget	na	na
36.980884	0.999846	13.000000	face	target	correct	 NaN
37.980730	0.999990	13.000000	fixation	target	na	na
38.980719	1.000006	14.000000	face	nontarget	correct	0.275521
39.980726	0.999788	14.000000	fixation	nontarget	na	na
40.980513	0.987079	15.000000	face	nontarget	correct	0.713163
41.967593	0.995889	15.000000	fixation	nontarget	na	na
42.963482	0.987102	16.000000	face	nontarget	correct	0.652438
43.950584	0.996390	16.000000	fixation	nontarget	na	na
44.946974	0.987113	17.000000	face	nontarget	correct	0.666684
45.934087	0.995984	17.000000	fixation	nontarget	na	na
46.930071	0.987080	18.000000	face	nontarget	correct	0.782005
47.917151	0.995809	18.000000	fixation	nontarget	na	na
48.912960	0.988366	19.000000	face	nontarget	correct	0.509373
49.901327	0.995235	19.000000	fixation	nontarget	na	na
50.896561	0.987093	20.000000	face	nontarget	correct	0.505887
51.883654	0.996006	20.000000	fixation	nontarget	na	na
52.879660	0.988175	21.000000	face	nontarget	correct	0.470017
53.867834	0.995001	21.000000	fixation	nontarget	na	na
54.862836	0.988113	22.000000	face	nontarget	correct	0.475083
55.850948	0.995142	22.000000	fixation	nontarget	na	na
56.846090	0.988363	23.000000	face	nontarget	correct	0.493190
57.834453	0.994818	23.000000	fixation	nontarget	na	na
58.829271	0.988208	24.000000	face	nontarget	correct	0.799340
59.817479	0.994985	24.000000	fixation	nontarget	na	na
60.812463	0.988372	25.000000	face	nontarget	correct	0.648717
61.800835	0.994990	25.000000	fixation	nontarget	na	na
62.795825	0.988287	26.000000	face	nontarget	correct	0.582534
63.784112	0.994256	26.000000	fixation	nontarget	na	na
64.778368	0.989113	27.000000	face	target	correct	 NaN
65.767480	0.994996	27.000000	fixation	target	na	na
66.762477	0.988216	28.000000	face	nontarget	correct	0.392555
67.750693	0.993949	28.000000	fixation	nontarget	na	na
68.744642	0.989426	29.000000	face	nontarget	correct	0.504639
69.734068	0.994433	29.000000	fixation	nontarget	na	na
70.728501	0.988164	30.000000	face	nontarget	correct	0.634372
71.716665	0.994980	30.000000	fixation	nontarget	na	na
72.711645	0.988225	31.000000	face	nontarget	correct	0.577332
73.699871	0.994785	31.000000	fixation	nontarget	na	na
74.694655	1.000026	32.000000	face	target	correct	 NaN
75.694682	0.989301	32.000000	fixation	target	na	na
76.683983	0.994220	33.000000	face	nontarget	correct	0.342198
77.678203	0.988205	33.000000	fixation	nontarget	na	na
78.666409	0.994962	34.000000	face	nontarget	correct	0.464399
79.661370	0.989493	34.000000	fixation	nontarget	na	na
80.650863	0.993859	35.000000	face	nontarget	correct	0.555931
81.644722	0.989508	35.000000	fixation	nontarget	na	na
82.634230	0.993910	36.000000	face	nontarget	correct	0.593209
83.628140	0.988215	36.000000	fixation	nontarget	na	na
84.616356	0.993823	37.000000	face	nontarget	correct	0.504406
85.610179	0.990602	37.000000	fixation	nontarget	na	na
86.600781	0.992707	38.000000	face	nontarget	correct	0.733250
87.593488	0.990597	38.000000	fixation	nontarget	na	na
88.584085	0.993330	39.000000	face	nontarget	correct	0.506314
89.577416	0.988896	39.000000	fixation	nontarget	na	na
90.566311	0.993836	40.000000	face	nontarget	correct	0.454076
91.560148	0.990614	40.000000	fixation	nontarget	na	na
92.550762	0.992788	41.000000	face	nontarget	correct	0.528005
93.543549	0.989314	41.000000	fixation	nontarget	na	na
94.532863	0.993435	42.000000	face	nontarget	correct	0.608529
95.526298	0.990696	42.000000	fixation	nontarget	na	na
96.516993	0.992728	43.000000	face	nontarget	correct	0.594521
97.509721	0.990588	43.000000	fixation	nontarget	na	na
98.500309	0.992565	44.000000	face	target	correct	 NaN
99.492874	0.990405	44.000000	fixation	target	na	na
100.483279	0.993330	45.000000	face	nontarget	correct	0.406570
101.476609	0.990612	45.000000	fixation	nontarget	na	na
102.467222	0.992723	46.000000	face	nontarget	correct	0.711313
103.459945	0.990630	46.000000	fixation	nontarget	na	na
104.450575	0.991598	47.000000	face	nontarget	correct	0.642731
105.442173	0.991394	47.000000	fixation	nontarget	na	na
106.433567	0.992194	48.000000	face	target	correct	 NaN
107.425760	0.990437	48.000000	fixation	target	na	na
108.416197	0.992747	49.000000	face	target	incorrect	0.316272
109.408944	0.991355	49.000000	fixation	target	na	na
110.400299	0.992890	50.000000	face	nontarget	correct	0.468966
111.393189	0.990427	50.000000	fixation	nontarget	na	na
112.383615	0.991594	51.000000	face	nontarget	correct	0.561931
113.375209	0.991716	51.000000	fixation	nontarget	na	na
114.366925	0.991614	52.000000	face	nontarget	correct	0.548304
115.358540	0.991557	52.000000	fixation	nontarget	na	na
116.350096	0.991609	53.000000	face	nontarget	correct	0.524270
117.341705	0.991686	53.000000	fixation	nontarget	na	na
118.333392	0.991639	54.000000	face	nontarget	correct	0.733325
119.325031	0.991696	54.000000	fixation	nontarget	na	na
120.316726	0.991552	55.000000	face	nontarget	correct	0.649250
121.308279	0.991731	55.000000	fixation	nontarget	na	na
122.300010	0.991605	56.000000	face	nontarget	correct	0.704737
123.291614	0.991702	56.000000	fixation	nontarget	na	na
124.283316	0.990917	57.000000	face	nontarget	correct	0.745428
125.274234	0.992361	57.000000	fixation	nontarget	na	na
126.266595	0.991607	58.000000	face	nontarget	correct	0.594130
127.258202	0.991714	58.000000	fixation	nontarget	na	na
128.249916	0.991478	59.000000	face	nontarget	correct	0.898993
129.241394	0.991623	59.000000	fixation	nontarget	na	na
130.233016	0.991633	60.000000	face	nontarget	correct	0.727482
131.224650	0.991617	60.000000	fixation	nontarget	na	na
132.216267	0.991640	61.000000	face	nontarget	correct	0.586822
133.207907	0.991605	61.000000	fixation	nontarget	na	na
134.199513	0.991701	62.000000	face	nontarget	correct	0.563501
135.191214	0.991646	62.000000	fixation	nontarget	na	na
136.182860	0.991565	63.000000	face	nontarget	correct	0.563952
