onset	duration	trial_number	event	accuracy	response_time
8.013247	3.715981	1.000000	stimulus	correct	3.706035
11.729229	6.284130	1.000000	fixation	na	na
18.013359	5.649886	2.000000	stimulus	correct	5.636530
23.663244	4.350137	2.000000	fixation	na	na
28.013381	4.765989	3.000000	stimulus	incorrect	4.755929
32.779370	5.232469	3.000000	fixation	na	na
38.011839	2.750252	4.000000	stimulus	correct	2.732424
40.762092	7.249120	4.000000	fixation	na	na
48.011211	2.849957	5.000000	stimulus	correct	2.839074
50.861169	7.149881	5.000000	fixation	na	na
58.011050	3.682932	6.000000	stimulus	correct	3.671391
61.693983	6.316910	6.000000	fixation	na	na
68.010893	3.949998	7.000000	stimulus	correct	3.944156
71.960891	6.049389	7.000000	fixation	na	na
78.010279	3.416409	8.000000	stimulus	incorrect	3.402344
81.426688	6.582693	8.000000	fixation	na	na
88.009381	2.583281	9.000000	stimulus	correct	2.573825
90.592662	7.416149	9.000000	fixation	na	na
98.008811	4.154566	10.000000	stimulus	correct	4.146596
102.163377	5.844637	10.000000	fixation	na	na
108.008014	5.039629	11.000000	stimulus	correct	5.030779
113.047643	4.959271	11.000000	fixation	na	na
118.006914	2.885133	12.000000	stimulus	correct	2.877659
120.892048	7.102725	12.000000	fixation	na	na
127.994773	4.601931	13.000000	stimulus	correct	4.593374
132.596704	5.393341	13.000000	fixation	na	na
137.990044	4.087354	14.000000	stimulus	correct	4.079358
142.077399	5.911979	14.000000	fixation	na	na
147.989377	3.265020	15.000000	stimulus	correct	3.252354
151.254397	6.723278	15.000000	fixation	na	na
157.977675	2.259661	16.000000	stimulus	incorrect	2.246596
160.237336	7.733224	16.000000	fixation	na	na
167.970560	5.215811	17.000000	stimulus	correct	5.206248
173.186371	4.774713	17.000000	fixation	na	na
177.961084	4.002091	18.000000	stimulus	incorrect	3.994241
181.963175	5.989739	18.000000	fixation	na	na
187.952915	4.474325	19.000000	stimulus	correct	4.462661
192.427239	5.516289	19.000000	fixation	na	na
197.943529	5.482861	20.000000	stimulus	correct	5.471409
203.426390	4.508965	20.000000	fixation	na	na
207.935355	2.950638	21.000000	stimulus	correct	2.941787
210.885993	7.041264	21.000000	fixation	na	na
217.927258	3.209781	22.000000	stimulus	correct	3.199402
221.137038	6.779742	22.000000	fixation	na	na
227.916781	4.492726	23.000000	stimulus	incorrect	4.481054
232.409507	5.500207	23.000000	fixation	na	na
237.909714	3.953230	24.000000	stimulus	correct	3.943637
241.862943	6.036444	24.000000	fixation	na	na
247.899388	3.719069	25.000000	stimulus	correct	3.709196
251.618457	6.275074	25.000000	fixation	na	na
257.893531	4.439767	26.000000	stimulus	correct	4.431730
262.333298	5.559378	26.000000	fixation	na	na
267.892676	5.399811	27.000000	stimulus	correct	5.386106
273.292488	4.600378	27.000000	fixation	na	na
277.892866	2.650279	28.000000	stimulus	correct	2.637670
280.543145	7.349985	28.000000	fixation	na	na
287.893130	5.222737	29.000000	stimulus	correct	5.213135
293.115868	4.776498	29.000000	fixation	na	na
297.892365	2.867713	30.000000	stimulus	correct	2.858874
300.760078	7.132470	30.000000	fixation	na	na
307.892548	5.499619	31.000000	stimulus	correct	5.487733
313.392167	4.500574	31.000000	fixation	na	na
317.892741	4.551495	32.000000	stimulus	correct	4.533845
322.444236	5.447677	32.000000	fixation	na	na
327.891913	3.200543	33.000000	stimulus	correct	3.182774
331.092456	6.799420	33.000000	fixation	na	na
337.891876	4.200032	34.000000	stimulus	correct	4.181791
342.091909	5.800215	34.000000	fixation	na	na
347.892123	3.685094	35.000000	stimulus	correct	3.677029
351.577217	6.314181	35.000000	fixation	na	na
357.891398	3.983084	36.000000	stimulus	correct	3.967717
361.874482	0.718109	36.000000	fixation	na	na
