onset	duration	trial_number	event	accuracy	response_time
8.013683	4.108304	1.000000	stimulus	correct	4.099124
12.121987	5.886196	1.000000	fixation	na	na
18.008183	5.999806	2.000000	stimulus	correct	5.983592
24.007989	3.990766	2.000000	fixation	na	na
27.998755	2.452102	3.000000	stimulus	correct	2.436768
30.450857	7.537015	3.000000	fixation	na	na
37.987872	4.078079	4.000000	stimulus	correct	4.066895
42.065951	5.913016	4.000000	fixation	na	na
47.978968	4.541105	5.000000	stimulus	correct	4.526584
52.520072	5.450031	5.000000	fixation	na	na
57.970104	5.272305	6.000000	stimulus	incorrect	5.262001
63.242409	4.719960	6.000000	fixation	na	na
67.962369	5.877317	7.000000	stimulus	incorrect	5.861235
73.839685	4.113781	7.000000	fixation	na	na
77.953467	4.526581	8.000000	stimulus	correct	4.512074
82.480048	5.465711	8.000000	fixation	na	na
87.945759	5.226451	9.000000	stimulus	incorrect	5.210852
93.172210	4.764700	9.000000	fixation	na	na
97.936910	2.823008	10.000000	stimulus	correct	2.809925
100.759918	7.168122	10.000000	fixation	na	na
107.928040	4.944998	11.000000	stimulus	correct	4.930007
112.873039	5.047251	11.000000	fixation	na	na
117.920290	3.679479	12.000000	stimulus	correct	3.665249
121.599769	6.311608	12.000000	fixation	na	na
127.911377	6.955989	13.000000	stimulus	incorrect	6.939287
134.867366	3.036268	13.000000	fixation	na	na
137.903634	5.362414	14.000000	stimulus	correct	5.349503
143.266048	4.628813	14.000000	fixation	na	na
147.894861	6.804864	15.000000	stimulus	correct	6.792860
154.699726	3.187393	15.000000	fixation	na	na
157.887118	5.627963	16.000000	stimulus	correct	5.613465
163.515082	4.362031	16.000000	fixation	na	na
167.877113	4.344931	17.000000	stimulus	correct	4.329457
172.222044	5.648429	17.000000	fixation	na	na
177.870473	5.243074	18.000000	stimulus	incorrect	5.228107
183.113548	4.746883	18.000000	fixation	na	na
187.860431	3.729620	19.000000	stimulus	incorrect	3.714739
191.590051	6.263831	19.000000	fixation	na	na
197.853882	5.544992	20.000000	stimulus	correct	5.530027
203.398874	4.446758	20.000000	fixation	na	na
207.845632	4.470174	21.000000	stimulus	correct	4.454526
212.315805	5.520962	21.000000	fixation	na	na
217.836767	3.968686	22.000000	stimulus	correct	3.953827
221.805453	6.020870	22.000000	fixation	na	na
227.826324	2.705859	23.000000	stimulus	correct	2.690108
230.532182	7.288684	23.000000	fixation	na	na
237.820866	5.538365	24.000000	stimulus	incorrect	5.523045
243.359231	4.450510	24.000000	fixation	na	na
247.809741	4.587185	25.000000	stimulus	correct	4.572086
252.396927	5.406843	25.000000	fixation	na	na
257.803770	4.651337	26.000000	stimulus	incorrect	4.635603
262.455107	5.337461	26.000000	fixation	na	na
267.792568	2.180659	27.000000	stimulus	correct	2.164969
269.973227	7.813841	27.000000	fixation	na	na
277.787068	4.950608	28.000000	stimulus	correct	4.933144
282.737677	5.038295	28.000000	fixation	na	na
287.775971	4.128417	29.000000	stimulus	correct	4.110909
291.904388	5.866783	29.000000	fixation	na	na
297.771171	4.255205	30.000000	stimulus	correct	4.241696
302.026376	5.744769	30.000000	fixation	na	na
307.771145	4.835846	31.000000	stimulus	correct	4.820592
312.606990	5.163715	31.000000	fixation	na	na
317.770705	3.804559	32.000000	stimulus	correct	3.788293
321.575264	6.196080	32.000000	fixation	na	na
327.771344	6.599856	33.000000	stimulus	incorrect	6.584245
334.371200	3.399684	33.000000	fixation	na	na
337.770884	4.555221	34.000000	stimulus	correct	4.539489
342.326105	5.445365	34.000000	fixation	na	na
347.771470	4.938521	35.000000	stimulus	correct	4.930686
352.709991	5.061166	35.000000	fixation	na	na
357.771157	5.687251	36.000000	stimulus	correct	5.680383
363.458409	0.718445	36.000000	fixation	na	na
