onset	duration	trial_number	event	accuracy	response_time
8.032746	3.866406	1.000000	stimulus	correct	3.847688
11.899153	6.116386	1.000000	fixation	na	na
18.015538	2.699724	2.000000	stimulus	correct	2.692704
20.715262	7.282963	2.000000	fixation	na	na
27.998225	3.366342	3.000000	stimulus	correct	3.347933
31.364567	6.616348	3.000000	fixation	na	na
37.980916	1.483132	4.000000	stimulus	correct	1.475093
39.464047	8.499561	4.000000	fixation	na	na
47.963608	3.416340	5.000000	stimulus	correct	3.397219
51.379948	6.566367	5.000000	fixation	na	na
57.946314	3.116344	6.000000	stimulus	correct	3.096369
61.062658	6.866333	6.000000	fixation	na	na
67.928991	3.149683	7.000000	stimulus	correct	3.130440
71.078674	6.833011	7.000000	fixation	na	na
77.911685	3.316336	8.000000	stimulus	correct	3.300544
81.228022	6.666365	8.000000	fixation	na	na
87.894387	3.699644	9.000000	stimulus	correct	3.682687
91.594031	6.283038	9.000000	fixation	na	na
97.877069	2.333074	10.000000	stimulus	correct	2.322853
100.210143	7.649631	10.000000	fixation	na	na
107.859774	3.416327	11.000000	stimulus	correct	3.405979
111.276101	6.566356	11.000000	fixation	na	na
117.842457	3.266344	12.000000	stimulus	correct	3.244149
121.108801	6.716346	12.000000	fixation	na	na
127.825148	5.182892	13.000000	stimulus	incorrect	5.173433
133.008040	4.799802	13.000000	fixation	na	na
137.807842	3.849643	14.000000	stimulus	correct	3.831500
141.657485	6.133052	14.000000	fixation	na	na
147.790537	4.132958	15.000000	stimulus	correct	4.119750
151.923495	5.849740	15.000000	fixation	na	na
157.773235	2.899698	16.000000	stimulus	correct	2.886817
160.672933	7.082991	16.000000	fixation	na	na
167.755924	4.949575	17.000000	stimulus	incorrect	4.930058
172.705498	5.033133	17.000000	fixation	na	na
177.738631	3.249669	18.000000	stimulus	correct	3.233090
180.988300	6.733013	18.000000	fixation	na	na
187.721313	2.333076	19.000000	stimulus	correct	2.310298
190.054389	7.649609	19.000000	fixation	na	na
197.703998	4.932918	20.000000	stimulus	correct	4.920407
202.636916	5.049784	20.000000	fixation	na	na
207.686700	3.399681	21.000000	stimulus	correct	3.375707
211.086381	6.583015	21.000000	fixation	na	na
217.669396	6.366148	22.000000	stimulus	correct	6.343774
224.035544	3.616549	22.000000	fixation	na	na
227.652093	5.049570	23.000000	stimulus	correct	5.038841
232.701663	4.933122	23.000000	fixation	na	na
237.634786	3.533001	24.000000	stimulus	correct	3.521015
241.167787	6.449708	24.000000	fixation	na	na
247.617495	4.716245	25.000000	stimulus	correct	4.704147
252.333740	5.266438	25.000000	fixation	na	na
257.600178	5.516204	26.000000	stimulus	correct	5.504408
263.116382	4.466487	26.000000	fixation	na	na
267.582869	5.082883	27.000000	stimulus	correct	5.070597
272.665752	4.899818	27.000000	fixation	na	na
277.565570	1.416465	28.000000	stimulus	correct	1.404673
278.982035	8.566232	28.000000	fixation	na	na
287.548267	4.832920	29.000000	stimulus	correct	4.809765
292.381187	5.149780	29.000000	fixation	na	na
297.530966	3.616298	30.000000	stimulus	correct	3.605362
301.147264	6.366390	30.000000	fixation	na	na
307.513654	2.866377	31.000000	stimulus	correct	2.858106
310.380031	7.116334	31.000000	fixation	na	na
317.496365	3.133009	32.000000	stimulus	correct	3.110330
320.629374	6.849676	32.000000	fixation	na	na
327.479050	3.716346	33.000000	stimulus	incorrect	3.705495
331.195396	6.266346	33.000000	fixation	na	na
337.461742	4.249623	34.000000	stimulus	correct	4.237515
341.711366	5.733075	34.000000	fixation	na	na
347.444441	2.316407	35.000000	stimulus	correct	2.293722
349.760848	7.666292	35.000000	fixation	na	na
357.427140	2.766371	36.000000	stimulus	correct	2.744978
360.193511	0.716210	36.000000	fixation	na	na
