onset	duration	trial_number	event	accuracy	response_time
8.016480	2.900054	1.000000	stimulus	correct	2.884210
10.916534	7.099995	1.000000	fixation	na	na
18.016529	4.251416	2.000000	stimulus	correct	4.244657
22.267945	5.747980	2.000000	fixation	na	na
28.015925	3.350340	3.000000	stimulus	correct	3.337469
31.366265	6.649844	3.000000	fixation	na	na
38.016109	5.235657	4.000000	stimulus	correct	5.227121
43.251766	4.764159	4.000000	fixation	na	na
48.015925	5.100038	5.000000	stimulus	incorrect	5.082839
53.115963	4.900246	5.000000	fixation	na	na
58.016209	4.249762	6.000000	stimulus	correct	4.236123
62.265970	5.750228	6.000000	fixation	na	na
68.016198	3.232761	7.000000	stimulus	correct	3.223889
71.248959	6.765881	7.000000	fixation	na	na
78.014840	4.868879	8.000000	stimulus	incorrect	4.863639
82.883719	5.131136	8.000000	fixation	na	na
88.014855	4.099396	9.000000	stimulus	correct	4.088011
92.114250	5.900674	9.000000	fixation	na	na
98.014925	5.933296	10.000000	stimulus	correct	5.926944
103.948221	4.066713	10.000000	fixation	na	na
108.014935	5.316426	11.000000	stimulus	correct	5.307048
113.331361	4.683589	11.000000	fixation	na	na
118.014950	3.699997	12.000000	stimulus	correct	3.687934
121.714947	6.299971	12.000000	fixation	na	na
128.014919	4.632975	13.000000	stimulus	correct	4.614785
132.647894	5.367277	13.000000	fixation	na	na
138.015170	2.819563	14.000000	stimulus	correct	2.811501
140.834734	7.179923	14.000000	fixation	na	na
148.014657	6.002503	15.000000	stimulus	correct	5.996960
154.017160	3.997359	15.000000	fixation	na	na
158.014519	3.915758	16.000000	stimulus	correct	3.903590
161.930277	6.083419	16.000000	fixation	na	na
168.013696	5.483827	17.000000	stimulus	correct	5.467149
173.497523	4.516277	17.000000	fixation	na	na
178.013799	3.949559	18.000000	stimulus	correct	3.941116
181.963359	6.050372	18.000000	fixation	na	na
188.013731	3.683490	19.000000	stimulus	correct	3.667539
191.697221	6.316553	19.000000	fixation	na	na
198.013774	6.103333	20.000000	stimulus	correct	6.096885
204.117107	3.896635	20.000000	fixation	na	na
208.013742	3.416528	21.000000	stimulus	correct	3.401706
211.430270	6.583337	21.000000	fixation	na	na
218.013607	4.399957	22.000000	stimulus	correct	4.382309
222.413564	5.599925	22.000000	fixation	na	na
228.013489	4.265648	23.000000	stimulus	correct	4.255689
232.279137	5.733605	23.000000	fixation	na	na
238.012742	4.267101	24.000000	stimulus	correct	4.257685
242.279843	5.732899	24.000000	fixation	na	na
248.012741	3.288327	25.000000	stimulus	correct	3.281609
251.301069	6.711664	25.000000	fixation	na	na
258.012733	3.716733	26.000000	stimulus	correct	3.709961
261.729466	6.283316	26.000000	fixation	na	na
268.012782	3.655268	27.000000	stimulus	correct	3.648773
271.668050	6.344811	27.000000	fixation	na	na
278.012861	2.283048	28.000000	stimulus	correct	2.275107
280.295909	7.716954	28.000000	fixation	na	na
288.012863	3.237740	29.000000	stimulus	correct	3.232437
291.250603	6.762302	29.000000	fixation	na	na
298.012905	3.682740	30.000000	stimulus	correct	3.673312
301.695645	6.316039	30.000000	fixation	na	na
308.011684	4.716365	31.000000	stimulus	correct	4.711004
312.728049	5.273335	31.000000	fixation	na	na
318.001383	4.160669	32.000000	stimulus	incorrect	4.144918
322.162052	5.833269	32.000000	fixation	na	na
327.995322	3.816535	33.000000	stimulus	correct	3.798531
331.811857	6.173109	33.000000	fixation	na	na
337.984966	4.543379	34.000000	stimulus	correct	4.535433
342.528345	5.449727	34.000000	fixation	na	na
347.978072	3.999327	35.000000	stimulus	correct	3.992818
351.977400	5.990355	35.000000	fixation	na	na
357.967755	4.583756	36.000000	stimulus	incorrect	4.574534
362.551511	0.718491	36.000000	fixation	na	na
